p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff
41,0.0,33,6284,5801,Stockholm,15/10/2018,0,-0.06735853767278499,0.020139120148923606,0.0176840111526535,0.003420366125154617,0.00314129610594327,0.1796542824994774,0.05843432512900948,0.09765322463749684,0.01087688659291186,0.002707035099221766,0.004024127604905836,0.00612740122437639
51,0.0,3,5986,6064,Moscow,15/10/2018,0,-0.004558865459865724,-0.03130203519627972,-0.09622022556429971,0.04081329467598904,0.00881573327278895,-0.21664870001628755,-0.44272978844474636,-0.05962137406977985,-0.030181779021474453,-0.055917425063700565,-0.012506783486270545,-0.015104130387711509
52,0.0,19,4894,25609,Antwerp,15/10/2018,0,0.0277543102933564,-0.020429685780746887,0.031713267826961045,-0.015043596039625684,-0.008216401069187973,0.09489691212037632,0.009935817810741265,-0.03372224048678138,-0.022275006879560855,0.008916347149715342,-0.0032909097473390325,-0.006127248889910335
47,-1.0,52,4994,5324,Moscow,15/10/2018,0,0.07615239289206555,-0.04355627979257426,0.048591999460138924,-0.00806891568616419,0.0018478965820798443,-0.1456157248374445,-0.24773882760955857,-0.21427180371299392,0.04077080593615168,0.0186261269283865,0.007834196455354547,0.010557211242222295
13,0.0,2,6012,6085,Antwerp,15/10/2018,0,0.14352408013201812,-0.049504665264530234,0.02402826497409616,0.006978625124142712,0.006421536599537481,0.35770640592507125,-0.2485869629504787,-0.023999265361607902,-0.05194613546991311,0.006375994224339321,0.00840011840059729,0.013354619348482033
11,0.0,1,5125,6200,Stockholm,15/10/2018,0,0.06775767924953591,-0.03522148661923352,0.0414956398220781,0.0549449835253385,0.04247563460742154,0.3693811718551109,0.1805942756730554,-0.08790426881501545,0.0725312979424797,0.018309084314743984,0.045865200357602665,0.07325406784008248
2,1.0,46,3565,5070,Antwerp,15/10/2018,0,-0.1556842619016821,0.08022223941014384,0.006876192189934072,0.027777688868833805,0.022849838536561418,0.10453323897382638,0.14750114862493252,0.16575622349739272,-0.06643037671936325,0.009815080311560975,0.02415396827231947,0.03759276918039478
33,0.0,11,5644,5602,Stockholm,15/10/2018,0,-0.019356265007161588,0.03557361983283602,0.021717363280024715,0.02027216820071054,0.021742957564721888,0.10613753841954204,0.2215024150389614,-0.11397622857934997,0.03811149551296167,0.025355229937180757,0.030324397677843395,0.04562739813789129
25,0.0,62,5034,4921,Stockholm,15/10/2018,0,-0.043739783470317595,0.04685234818307482,-0.026144978426032084,-0.035210070401569316,-0.021087589770235282,-0.3356563564633493,0.3203719714209595,-0.05142552714581722,0.03795906762502388,0.007337452332928152,-0.016827567917157116,-0.027872618068641053
34,0.0,52,11787,6029,Antwerp,15/10/2018,0,0.030200788319224903,0.0443564914854081,-0.029503222103413718,-0.013072316087489377,-0.0013331732647493544,-0.008134965116206705,0.12219214183906407,0.05212931792412212,0.02812509024732901,0.022421943113673515,0.007684409989978269,0.009349627026184137
