p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff,elo_rating_diff
328,1.0,225,4914,5630,Cordoba,04/02/2019,0,0.27349685551911046,0.6038931703263154,0.18756478160691117,-0.5095403776853905,0.1327005523533507,-0.9183138082726238,0.5999305861755341,-0.06317505494497037,0.45311531194183335,0.6098866773938239,0.4055827303090085,0.3897469559877146,0.3114988408541062
49,0.0,2,11787,6384,Cordoba,04/02/2019,1,1.0543757967859306,1.7115468720965414,1.0906642859034172,1.0196391126628148,2.282881829674204,3.6686818086136386,0.6183570410345142,-0.14554099619299307,5.493370790629963,2.0046054813635297,2.4458967391813125,2.496865449189392,1.2935121357501018
12,0.0,301,32068,4664,Cordoba,04/02/2019,1,-0.13983733468241982,1.2261593539653097,0.20155259901890132,-1.9616541921146564,-0.618870626968467,-0.7938145812630086,1.169472608404474,-0.7883284919744468,0.8955283193067363,1.053622134202787,0.2762195197553378,0.18535194786845732,-0.12143175151939732
3,0.0,66,6214,11769,Cordoba,04/02/2019,1,-0.9021323377026622,-2.2750325473834905,2.047020041995908,0.0015217725251851079,-1.010002851398493,-5.175064793665602,-1.7974452852896123,-0.1835935694238809,-3.220189943010502,-1.2212764081285206,-1.2260399315999269,-1.2401826117526435,-1.8478744796430027
268,0.0,156,3893,5539,Cordoba,04/02/2019,0,-1.2989578893008895,-0.1134963472671939,-0.7259543666054723,-0.12176245717504212,-0.6350942592674849,-0.3740812894690007,-0.26216212148751655,0.4295398300832042,-0.8211832987854246,-0.6212998775146187,-0.6883631342797806,-0.6862112429766157,-0.6229976817082123
31,1.0,229,44494,5630,Buenos Aires,11/02/2019,0,0.7129111356179464,-0.6128008920287021,-0.7640160072273104,0.21008412656992595,-0.3604940624890401,1.197760787128304,0.07174961529302273,-0.3910123646541379,0.09680994269236162,-0.6197262233643958,-0.5543070173744628,-0.5348704715885437,-0.14255031700103163
329,1.0,219,4914,5571,Buenos Aires,11/02/2019,1,-0.7724596280755225,0.8470297865639367,0.1222403650665398,-0.1634518973005656,0.3851060425533977,0.11664005847360451,0.5722424481885544,1.1614313612593787,0.4345497506740354,0.5820200579481706,0.5226825959703618,0.5176016332128578,-0.11615211014898874
19,0.0,18,44825,6412,Buenos Aires,11/02/2019,0,1.140138556684191,0.31687454246500074,0.38215590332544147,-0.6382735541274235,-0.07632246758902383,0.7884447746581941,0.45606215374619896,0.424457195033712,1.1008882631494377,0.6223696825157728,0.3894768619931292,0.34434089238848564,0.5438030611520837
65,0.0,94,6134,6107,Buenos Aires,11/02/2019,0,-0.15089308177556793,0.5964454733560051,-0.0755242445290714,0.38843050173596144,0.6738105140079971,-0.8988270431103411,-0.04393427747375124,0.2636356106690895,-0.5270465411919125,0.4281717973773403,0.5985308549387781,0.6103156385642213,-0.34317668907655763
67,0.0,14,11769,32068,Buenos Aires,11/02/2019,0,0.2368230015933346,0.31415198544622885,0.6833104152701893,0.21445382456626438,0.6421297875534302,0.7378430950905788,0.5533876845930881,0.13993042523172192,0.28362688031667566,0.5464756654656663,0.6399280690245512,0.6520125195278863,0.5279641370408579
811,0.0,195,3970,4291,Buenos Aires,11/02/2019,0,1.968174121515966,-0.2662854332739185,1.2057356045184293,1.8279990266092583,2.0383770990726977,-0.1283348486100194,-0.35507778999167117,-0.5758145696881243,-0.8960764334226341,0.6903364024296329,1.4822419710924244,1.5262745187991613,0.31677848222451477
85,-1.0,385,4296,5070,Buenos Aires,11/02/2019,0,-0.15895117228781808,-0.24336104544363066,-0.671955143353489,-0.4182768730058179,-0.7087762565178134,0.43808376891092315,-0.04532851851033826,0.43942487308194705,-0.2693865415235603,-0.4640996565179444,-0.6463972954928227,-0.6602877111159902,-0.47516772333677215
196,0.0,20,5370,5805,Buenos Aires,11/02/2019,0,-0.39336719868030134,0.6795354499090459,0.811000696002982,0.7681741134326221,1.2274607218993356,-0.8988270431103411,0.7359662447270473,-1.9740873196079993,-0.8672275924919381,0.7199632619793043,1.046181073264485,1.078143143416452,1.0348097086000816
335,0.0,8,5303,6214,Buenos Aires,11/02/2019,0,-0.14099885769963996,-0.06070826430698385,-2.422076895244422,-0.2556682014515608,-0.9784084342837623,-1.4320863709258047,0.07605399959103011,0.1289071094535301,-0.20039675837902954,-0.931174396217098,-1.0747553338347315,-1.0614804589254057,0.5754809093745351
7,-1.0,346,5643,4654,Buenos Aires,11/02/2019,0,0.9050873768931408,0.10601166089070954,0.6803407203417596,1.6869931762259176,1.725241624252533,0.8498405981513958,-0.8154436985874,0.054914560554153176,-1.1088837862995582,0.5110345005670593,1.272062026905142,1.2804688511988438,-0.6810737367827067
55,0.0,61,5476,9719,Buenos Aires,11/02/2019,0,-0.44520490851727906,-0.40379356282177825,-1.555689853230427,0.5475431821478619,-0.39823411361043987,0.5652831776342235,-0.5088088992096107,1.7699283831436414,-0.320974436321567,-0.9503001066125816,-0.7281105390839183,-0.7184733044883956,-0.4223713096326863
31,1.0,584,44494,4921,Buenos Aires,11/02/2019,1,0.8943357478621883,-0.1521497817226081,0.20947484587181991,-0.5022949245061802,-0.22696611045860818,2.161673080922684,0.21866589366649303,-0.9404126189101221,0.9646560664810933,0.13838106518636129,-0.056720256991908774,-0.08605357514772483,-1.0084115017480386
22,0.0,12,44669,6085,Umag,15/07/2019,0,0.3321821083303539,0.0,0.3290968407415015,0.13122133735699243,0.26358008120829124,3.0641831015125267,0.250350303625919,1.6571352524206517,-0.40599268206478706,0.16969862297502875,0.2259006185686231,0.23163317719808324,0.28510063400206326
2,0.0,24,25924,5466,Umag,15/07/2019,1,-0.8179957537392761,1.4889143557269475,-1.7702427254368602,-1.5695960358997618,-1.171052319053502,-1.1235338038879266,0.6338183301091433,0.41170702735343456,1.3704153734490176,0.15566768768332742,-0.4612148233273044,-0.5500967080702962,-1.2354360806756075
58,0.0,265,5476,5364,Umag,15/07/2019,1,0.5344889735298283,-0.31883449072955306,-0.195007793452809,-0.7459036664871308,-0.7111459916654028,0.2690048404884562,-0.08236883080382668,0.4359456852669851,0.3986761933572602,-0.20812630441206206,-0.5146787364580386,-0.5480455297881786,-1.5258163560480793
454,-0.5,113,4894,25898,Umag,15/07/2019,1,0.015161197884213072,0.27733430383379615,0.286351413483864,-0.5871717913347604,-0.19777601800695654,0.059218654354857264,0.3997320786159984,-1.0561193094093058,-0.0036609455846813447,0.32663745507439385,0.09348290169020469,0.06692331530149362,-0.26398206852042894
6,0.0,20,50811,5148,Umag,15/07/2019,0,-2.816219462870911,-0.24626917105916593,2.010813409862573,-0.07211701274836896,0.11259421275555048,-1.9474585934057402,-0.0554270280581275,-0.7650750022478814,-1.8715029696843835,-0.017965548947504708,-0.04506346541384127,-0.050795723995975095,0.2059060134459346
99,0.0,211,6051,5370,Umag,15/07/2019,0,1.9918537006024335,-0.9140024115022425,-0.018722684005720046,-0.4345452701039131,-0.5713123471410991,-0.16307886894481205,-0.9533381549839485,-0.23280976815028948,-0.09323847782385991,-0.2521043857805847,-0.43771258717221145,-0.4522323322559169,0.05807605507449437
350,0.0,311,4914,4664,Umag,15/07/2019,0,-0.4625179495396412,1.6249843285441121,1.0304465115386838,-1.095501728674686,0.5216869011256811,-0.25201838636405755,1.1333653448145025,0.039525750531932066,0.9081830317296676,1.5898634393871838,1.1867203301220404,1.1210372699669346,0.601879116226578
53,0.0,227,5636,6196,Umag,15/07/2019,1,-0.6385058949270769,-1.5508127761082606,-1.1120324629778715,1.0575853149528582,-0.7694425534981478,-0.24579344791231175,-0.9080206541044383,-0.45960550734837263,-1.0555795008089588,-1.791052020692716,-1.4203399888175585,-1.342562847256927,-0.828903695154147
277,0.0,1,3893,5084,Umag,15/07/2019,0,0.5379481003084181,0.19780095651704074,-0.19964726893702717,-0.9168697195336499,-0.5679647267626189,-4.7374999384155165,-1.1845855992346828,-0.14745944101227784,3.633705388846714,0.18586723814549605,-0.17801789373708854,-0.22487758785041048,0.3273377649653319
103,1.0,111,5922,6107,Umag,15/07/2019,1,0.09027423486390308,0.3987774778158835,0.5084515440598808,0.3043613499165602,0.71674279706074,-0.36478242631260277,0.3869297041748313,-0.8051779109937323,0.04623280809499739,0.5193092864882264,0.6579643503956264,0.6649800257381144,0.9239372398215013
474,0.0,4,5763,10514,Atlanta,22/07/2019,1,-0.0914849040907782,1.1967601142494875,2.246330103721867,1.2586360384841673,2.550809181139616,-0.13273817092346848,0.03151731828361113,-2.27698359725514,-2.0698672525858317,1.7269814356359916,2.2735999242034195,2.322632046846202,2.6028631956114294
285,0.0,24,6044,45000,Atlanta,22/07/2019,1,-0.9048545213711644,0.5170129210278465,-0.6370384121580922,0.30792686186555457,0.23843959355389585,-0.6110447003600998,0.6759973842327459,1.5084852270537876,-0.345473272780455,-0.007360467903669973,0.12681026996802242,0.1314698261912122,-0.015838924111225738
22,0.0,140,45438,6031,Atlanta,22/07/2019,1,0.47855951911046674,0.8855402948021625,-0.30268208662897705,-0.9444508196516499,-0.1050069268870174,1.7217790760879916,0.5566474084102482,0.18506559628422287,1.4038739975628414,0.698457394807611,0.30430938778521055,0.28349038363922374,-0.10559282740817158
