p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,player_elo_rating,opponent_elo_rating,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff,elo_rating_diff
452,0.0,70,5763,6401,Adelaide,31/12/2018,2082,1915,1,-0.23069135779765695,1.925994982970393,-0.23936814231142356,-0.27120089506804307,0.9731330873371491,-0.23785106915477683,1.3757548999290963,0.8977740587032287,0.682210557243359,1.4037715692606103,1.3087243056096793,1.275505635237841,0.8489672962517921
73,0.0,322,6051,4659,Doha,31/12/2018,1890,1820,1,1.077759147173092,-0.6067601553382754,-0.36039305460645643,-0.2302948126639694,-0.4826781367254097,-0.7405752236604968,-0.5648673428732672,-0.11883593528196172,-0.37774430443285817,-0.36112997782447426,-0.45071811369036935,-0.4588539398358106,0.35585455531512244
153,0.0,13,5539,17199,Doha,31/12/2018,1901,1500,1,1.4534999572323077,0.9300671598509391,1.4375131926678892,0.6772557294094854,1.7865385198398591,-0.791265304251547,0.30830589321442275,-0.7761046977724403,2.3993191894644523,1.517916630121119,1.771958899884538,1.8020191581216798,2.0385382383052013
6,0.0,5,6020,44830,Adelaide,31/12/2018,1664,1823,1,0.8362573627899298,0.23887036161943637,1.435787376610087,0.049301627713670526,0.6623800043825651,0.7988967970336686,-0.1435686207932886,-1.2133204094365135,3.201317168379694,0.8452280326782825,0.8496851606681355,0.8606136821076592,-0.8082982042157781
428,1.0,37,4716,6354,Pune,31/12/2018,1810,1792,0,0.8581189492636812,-0.8019469172076407,-0.1090122025232362,0.6938936987656816,0.17296723350103407,0.46260947390747353,-0.9815593592666493,-1.4878885623952334,-1.0677858102024864,-0.4388378381754445,-0.16241853899193648,-0.1333827662278298,0.09150545708103149
203,0.5,494,5515,4868,Adelaide,31/12/2018,1945,1918,0,-0.7956871424502776,0.21997301685327358,-0.132665176412445,-0.06272698902419518,-0.14405410585825193,-0.4132224812243114,-0.02483503972486833,-0.20540844179124215,-0.3956314119433563,-0.11522864241464038,-0.14083688784317955,-0.14172482889171645,0.13725818562154724
355,-1.0,212,5166,5571,Doha,31/12/2018,1914,1934,0,-0.8487363695584816,0.05780164395363309,-0.5257314981046476,0.31832922699640787,-0.008849261245668127,0.259859069776564,0.1828681414871208,0.6612394756624836,-0.37647142090585956,-0.29351908194829307,-0.16600305391655532,-0.15272458143455975,-0.10167273009003498
9,0.0,19,5422,11553,Pune,31/12/2018,1672,1739,0,-0.26839882284820304,0.368770163743616,0.9003931790198484,0.32137040778206094,0.7489001199810843,-1.0745395515657539,-0.07451083713264393,-1.998182556880853,-0.06426395800222458,0.5276942908849345,0.646508242776754,0.6638943653956418,-0.34060364580161717
203,0.0,61,4326,6134,Pune,31/12/2018,1882,1800,1,-0.19167869218739222,0.06693197911905652,0.36991462245895673,-0.3032700954721294,-0.1021846037825656,0.5167700350674055,0.27412723473319367,-1.2054567917986938,0.19133805192063172,0.1430579123399812,0.023315781128764937,0.009908384130917536,0.4168581933691434
355,1.0,172,5663,5564,Doha,31/12/2018,2129,1806,0,0.42939349569453006,0.11014856361239451,-0.05767659381919457,1.0384695482629898,0.9000756389836048,-0.4685308598391043,0.16347496232697578,-0.06092337530302761,-0.35759587864473646,0.15234707229929093,0.5754451470066171,0.6036539335755288,1.642014590954065
200,1.0,260,6387,5978,Adelaide,31/12/2018,2094,1884,1,1.1310001868045385,0.9575851037258567,0.7265589613428035,-0.279282489197703,0.8649502493429506,-0.14748863945237017,1.6872607190484874,0.011573746650201416,0.38731464830127843,1.2835886996674493,1.1477855469284293,1.152668330285629,1.0675636659453673
389,-1.0,39,5131,26414,Doha,31/12/2018,2038,1873,1,0.8065329216434447,-0.9645942003206376,0.3033547060147421,1.3868212812068137,0.5788932890048419,0.5834669112868666,-1.0720146041749108,0.01648118380059828,-0.9443341252261573,-0.5099466479512955,0.06925229501633609,0.0978920214587541,0.8388000232427886
377,0.0,70,5324,6315,Pune,31/12/2018,1930,1797,1,-2.5474542515718768,0.7410538993828736,-1.141870217373749,1.1443198193611654,0.37940601331012086,0.3317888933493376,1.0132361761654858,1.5772973537209363,-0.05886865047129607,-0.5535272576789365,-0.097320006660437,-0.05101922171371023,0.6761236550987326
447,1.0,191,5670,5370,Adelaide,31/12/2018,2104,1878,1,1.2035972806673718,1.353302523058179,1.4941193530551473,-0.6165098523968948,1.0843240743162996,-0.017685265895893216,1.5980236107681727,0.22184428271052392,1.252755264717303,1.9117473522456627,1.6331142316766547,1.629387506039401,1.1489018500173953
6,0.0,73,6282,4893,Metz,17/09/2018,1592,1766,0,1.3005379549801124,-2.871315765438252,0.15961854324662772,-0.06380146836635524,-1.853565161703985,-1.3862136204237179,-0.7257798391351,-0.16511994493001114,-2.669330616478407,-1.9603955424110422,-1.9751245858490083,-1.9740598631186206,-0.8845527517833044
205,1.0,63,5034,6051,St. Petersburg,17/09/2018,1797,1900,0,-1.7065090769826796,0.4835954058031105,0.5526824037919091,-0.30592247660682287,-0.057566644195616225,0.19052281338472363,0.5116305179935872,0.16346157936367844,0.026532986900216052,0.18402441265218758,0.05935366810146832,0.04942409910493821,-0.5236145599636801
120,0.0,2,5918,44830,Metz,17/09/2018,1916,1842,1,1.7510365100429703,-0.846634224459992,-2.1836028447298026,0.19152565718406497,-0.8690011136694374,0.46602313160297354,-0.9267775173910647,-0.48517926388401,-0.4384269642585764,-1.1812724722074308,-1.1107749747179785,-1.0893205001010902,0.37618910133312944
271,-1.0,101,5055,6407,St. Petersburg,17/09/2018,1894,1986,0,0.1512261670829661,-0.9466945488741831,0.33724120695299026,0.15582019508064304,-0.35245359948171673,-0.2016870727230519,-0.9607625185507094,-1.661998971402943,-0.596517930394358,-0.5567015448268297,-0.5002128367396251,-0.4848064157606107,-0.4676945584141609
510,0.0,88,5442,5367,Metz,17/09/2018,2185,1896,1,1.197136297414977,-0.7568779926456296,1.0103283451796847,0.8855840682021558,0.7636951589828483,0.8768639978136927,-1.0036633073606043,-0.7003882057996718,0.09400310628768975,0.12313369610474394,0.48911570656638476,0.5080471980603107,1.4691709498010055
193,-0.3333333333333333,334,5515,6219,St. Petersburg,17/09/2018,1916,2129,0,-0.6979077884165444,0.24500831919433452,-1.0390565017037732,-0.6415231331818083,-0.8171909565808402,0.04833386349215515,0.48610930556901144,0.8842151032933486,-0.2155690864463069,-0.4117496291543499,-0.6820707173869172,-0.6882586477786151,-1.0828145754588725
75,0.0,235,33215,5364,St. Petersburg,17/09/2018,1990,1981,0,-0.21704150400501526,1.1101561888254567,0.9076456906546172,-0.7222637035838874,0.4213887008333761,-0.11785144239929281,0.6644645955106112,0.9174525117389601,0.7469618479773332,1.11162939026155,0.8161789566805585,0.7889655628677843,0.04575272854051574
166,-1.0,80,5564,5420,Metz,17/09/2018,1790,1818,0,-1.8946604837211745,1.1577542955609654,0.6148049132824136,-0.38309394379896683,0.34186393984240493,0.5366083907786389,0.664772371840315,0.48498592295647147,0.3819360402001864,0.7496250888846018,0.6034842208379915,0.5773284955036647,-0.14234182212604898
682,-1.0,653,4467,4752,Metz,17/09/2018,1947,2033,1,-0.9763384993842302,-0.6471181342120575,-0.48853476287506326,0.32676538222693857,-0.4907556173269656,0.03786878378919058,-0.34395515959968204,0.016456651536859122,-0.1965060314275702,-0.8687343672437126,-0.7556526236913923,-0.7201185401779479,-0.4371927393871504
171,1.0,624,5986,4526,St. Petersburg,17/09/2018,1912,2116,0,1.2940299103785713,-1.5488958067537004,-1.0430766456778833,0.5727932516519121,-0.6700352766716321,-0.31198483217492284,-1.0409658702076265,0.3571863186481472,-1.3167738927574153,-1.3245887674566335,-1.1231677505968833,-1.065506115752145,-1.0370618469183568
73,0.0,13,4893,20265,Metz,17/09/2018,1774,1772,1,-1.0127040864225259,1.6751751498349796,-0.6304601690097648,-0.5712720575943965,0.3139954447926781,-0.8670850378763739,1.285033781973191,0.5725931675544027,0.7296043139996091,0.865152380761057,0.6482853375116296,0.6100440472709023,0.010167273009003499
376,0.0,63,5131,6051,St. Petersburg,17/09/2018,2047,1907,1,-0.25633723669544495,0.1722624892426309,1.3953533076226787,1.1751753562394316,1.2961153839119304,0.3163480224660515,-0.31504232113815556,-0.2840280741789363,0.014753151030810617,0.5200852121959133,1.0023108758410428,1.0282967397093001,0.7117091106302449
120,0.0,510,5918,5442,Metz,17/09/2018,1924,2188,0,0.28699653504866224,-0.9163627382547394,-0.8173725032507072,-0.6671559389676723,-1.3217023004962583,0.043077768467501595,-0.0771107756780844,1.0752523148024262,-0.09450033993533992,-0.9475140694016095,-1.230948836961193,-1.2313281255127864,-1.3420800371884618
334,0.0,101,6219,6407,St. Petersburg,17/09/2018,2133,1992,1,-0.023341366729088125,0.43215452293166706,0.8981992680057436,0.2454174650032916,0.7436699612634791,-0.398335333079573,-0.3327850847326859,-0.694189148852114,-0.05545111475490039,0.653255612557937,0.762164142629533,0.755462054908569,0.7167927471347466
80,-1.0,682,5420,4467,Metz,17/09/2018,1830,1959,0,1.6891647428154535,-0.9509302306099181,-0.7144885964687807,-0.6703992643642677,-1.0431983087811236,-0.03572778931015751,-0.5558992593592444,0.5611840881313712,0.011166608360995764,-0.6825281691787896,-0.9581672525149324,-0.9696651843182471,-0.6557891090807256
624,1.0,235,4526,5364,St. Petersburg,17/09/2018,2120,1991,0,-0.00733960981341827,0.8133406650094281,1.1193477280938462,0.13638914231609273,0.9719793200636819,0.21655856302569834,0.4916522117826843,-1.0285607725830836,0.3313092594312765,1.0249685354080014,1.09350069693909,1.0769979325560073,0.6557891090807256
510,1.0,73,5442,4893,Metz,17/09/2018,2191,1790,0,0.4628894260644705,-0.1770342512044412,1.4289085891591473,1.0882158622334805,1.2107441160158583,0.36822640443453547,-0.8591304427922669,-0.1191111190398862,-0.5235372038715663,0.4982939598803201,0.9458777877383446,0.9687790135298073,2.0385382383052013
376,1.0,334,5131,6219,St. Petersburg,17/09/2018,2053,2138,0,1.4285033677879562,-0.8911024696765223,0.12213807831876045,0.4395916491100373,-0.000548527207699819,0.23130245525022516,-0.7417165257874417,-0.719619819763588,-0.3983977862994572,-0.3718043216808069,-0.19555023249735656,-0.1776180669576746,-0.4321091028826487
682,1.0,73,4467,4893,Metz,17/09/2018,1965,1818,1,-0.32738829908668626,-0.43082374639859755,1.170710179994701,1.1708143984855974,0.8830467043443118,-0.21871536864919625,-0.6277925602614576,-0.4735205392592503,-0.739172661848455,0.05541222398993297,0.5239388038698551,0.5650732799349182,0.7472945661617572
334,-1.0,235,6219,5364,St. Petersburg,17/09/2018,2145,2004,1,0.1780850480071677,0.9374509001193218,0.8511634394913087,0.13697162708619,1.0147794409415345,-0.10381892380868141,0.2879142759562672,-0.6022103583734145,0.3586968106125073,1.0571918746001516,1.1264374390536676,1.1092427630915287,0.7167927471347466
380,0.0,246,5131,644,Beijing,01/10/2018,2032,2166,0,0.671328280610991,-0.5718056965845261,0.5285296276084495,0.4317459499164931,0.18611489141550164,0.1336622369020812,-1.019649229943102,-1.2923193919306044,0.3465066316982073,-0.1569038596963246,0.019385451111231213,0.03231544653278266,-0.6812072916032343
196,1.0,69,6387,6401,Tokyo,01/10/2018,2122,1921,1,0.3570922109296135,2.3512584778070256,0.23549472256558146,-1.1313260881915084,0.8859336345649818,-0.3024513162387157,3.008870422342497,0.8805762829602247,0.933751665757868,2.0522832883484354,1.5822594159861445,1.5446328882009623,1.0218109374048516
110,0.0,655,6031,4752,Tokyo,01/10/2018,1844,2008,0,-0.7622994313977813,-0.7043400817146239,-0.6802361646950034,-0.8371184094441828,-1.4023417992442468,0.33430587689889146,-0.028163977847765254,0.8860882137323565,-0.1762451409497989,-0.9425600874319237,-1.295078495839489,-1.3004533015841548,-0.8337163867382869
513,0.0,111,5442,5209,Tokyo,01/10/2018,2174,1749,1,0.0873726828881899,0.4779119813858115,0.9257929345659267,0.9538094651988912,1.3100197090614314,0.5206445065753376,-0.12662193550945572,-0.04562487820604809,-0.008528925167876726,0.7172332844092781,1.1114200539909278,1.1275866310675822,2.1605455144132435
370,1.0,55,5324,11769,Tokyo,01/10/2018,1943,1896,1,-2.4251086374477864,0.19395111591588995,-1.722718080855519,1.0633836207832095,-0.20096734545944028,-0.5731642868153096,0.16929519841661822,1.4907631931328476,-0.8161755913736088,-1.1586936014874478,-0.7273050340543705,-0.6870830494002346,0.2389309157115822
216,0.0,205,5565,5571,Beijing,01/10/2018,1818,1922,0,-1.5329227225992124,1.2457250834391735,-0.48051034452612806,-0.6028736480644451,-0.060356048737555575,-0.005592999256559145,1.3426552255399555,1.2722490782026479,0.34809180648578864,0.4464245621856025,0.19173647399063545,0.18056731509380886,-0.528698196468182
318,-1.0,36,4914,26414,Beijing,01/10/2018,1931,1879,0,-0.06257614817835977,-0.2413746338318657,0.23643242466714667,0.2852496405259723,0.10482000981313852,0.5150120861380567,-0.20504674042047222,0.9715564568182323,-0.32343476086046113,-0.12088506932037564,0.0013138365817528704,0.004254100168446292,0.264349098234091
45,0.0,687,45106,4467,Tokyo,01/10/2018,1918,1972,1,0.6135263787739748,-0.2771410228789223,0.24607845516956592,-0.5407021620417835,-0.37338587897450287,-0.641908343468101,-0.054377437363587855,0.6619376186634833,0.10041488744356616,-0.001163724214750219,-0.21783200400950972,-0.2367100044481353,-0.27451637124309447
553,1.0,131,5216,11547,Beijing,01/10/2018,2287,2057,1,0.7546538703365122,0.08759398580927628,0.5970800765123178,0.5547307253601335,0.786922328058271,-0.05536024075630496,-0.24653489460782033,-0.5494690822297315,-0.35973478750181426,0.4641385120043008,0.706254815571844,0.7024591569488373,1.1692363960354024
487,-0.3333333333333333,195,4868,5515,Tokyo,01/10/2018,1946,1928,0,0.8610285869973724,-0.2233107665613126,0.18769190065212155,0.06802530038990814,0.1800553747654906,0.3564392912158853,0.07606288853852351,0.12437243766480043,0.37716468803041137,0.15368622963692735,0.18139866962969664,0.18221340143342102,0.09150545708103149
655,0.2,513,4752,4728,Tokyo,01/10/2018,2025,2132,1,-0.558220192471245,-0.6274322903877795,0.11846034914316134,1.0930523554010712,0.3104519635500405,-0.025535025520115398,-1.5618766302367977,-0.43501439647375284,-0.9906467902397217,-0.5955051101435732,-0.12451622362160354,-0.11502895729786028,-0.5439491059816872
124,0.0,183,5918,4291,Beijing,01/10/2018,1934,1876,1,1.7791291442956234,-0.9582019630436499,0.16616555707597314,0.43417332320290203,0.08653254249732116,0.3855067833385626,-0.28323179029897305,0.7437692859753386,-0.6272195564832305,-0.26059931687324506,-0.09126340370145129,-0.06957509888803355,0.29485091726110146
68,0.0,513,26578,5442,Tokyo,01/10/2018,2006,2179,0,-0.6983576722577184,0.7593638574728298,-0.05869356012771651,-1.3777771886948253,-0.6926773484516009,-1.2350792416014729,0.9055792533026081,-0.12550997973788047,0.22229429737903744,0.3917825746261845,-0.18210789434229507,-0.21126434682041503,-0.8794691152788026
205,-1.0,159,5571,6364,Beijing,01/10/2018,1944,1999,0,1.21600392548926,-0.7483527583048148,0.03587456568179034,-0.17979186728258803,-0.40960150183881266,-0.07745095501231439,-0.4657627653626544,-0.6614171043002013,-0.20922061760528307,-0.32838872998214075,-0.4022968427832522,-0.4043472908194211,-0.2796000077475962
569,0.0,65,4921,5902,Beijing,01/10/2018,2052,1907,1,0.7862556719865319,-0.4237642208097094,-0.7445822221370091,0.10907204062544983,-0.3063891174235464,-0.8128291597235887,-0.3481933517090218,0.4733096263154303,-0.6054206024206332,-0.4337077311971831,-0.4022002231666125,-0.38306478203592065,0.7371272931527536
440,0.0,104,5670,6407,Tokyo,01/10/2018,2156,2006,0,0.7847604504860101,1.6240618020104571,1.372341058769833,-0.7716742598809501,1.040789118567442,-0.14944398126329092,1.8432438985676562,-0.6494023076620008,0.7511130239841013,1.9550044712119419,1.6148473224967077,1.6047360932032237,0.7625454756752624
70,-1.0,553,5922,5216,Beijing,01/10/2018,1880,2291,0,-0.19677089499321954,-1.3875443743017046,-0.8030344516627405,-0.518621106055276,-1.536564955184983,-0.8350132887621345,-0.7584750492215097,0.0678016426805997,-0.4550202884669593,-1.4206195254973881,-1.6525455354938252,-1.6363148509362797,-2.089374603350219
195,0.0,80,5515,33215,Tokyo,01/10/2018,1939,2004,0,-0.30136836481732043,0.07422910601354657,-1.0756519455561857,0.13187722561961115,-0.2782031321752162,0.25093553240160105,0.1395902115284808,-0.6169057273812315,-0.4979998381404957,-0.45626747144704005,-0.39825489375886225,-0.3955269268864606,-0.3304363727926137
513,-0.5555555555555556,655,5442,4752,Tokyo,01/10/2018,2184,2037,1,-0.1833233020926839,-0.3883866288532143,-0.21643654636189735,0.2447236036435184,-0.1542353562885412,0.601737393751027,-0.5732704348114229,0.3557247868414599,0.019254293489918813,-0.4166517117566673,-0.32403995390517415,-0.3070356580075182,0.7472945661617572
159,1.0,124,6364,5918,Beijing,01/10/2018,2007,1943,0,-0.6723616194231675,1.2329443868819705,0.65984267875417,-0.18233014468332073,0.7763478655267405,-0.6268479128682718,0.6407138319481364,-1.095172766082594,0.4718057094442281,1.0476712051353194,0.9792238943775655,0.9606882177392443,0.32535273628811195
104,-1.0,80,6407,33215,Tokyo,01/10/2018,2020,2012,1,0.41381493394016816,-0.5943623510465684,-0.9823691052498441,0.5567750915709494,-0.19776582062277448,0.6759895974900272,-0.03998394091253038,-0.7622168072630213,-0.22785570216057624,-0.7110532832166102,-0.47981803169432086,-0.46337123912289063,0.040669092036013994
553,1.0,124,5216,5918,Beijing,01/10/2018,2294,1956,0,0.244798454801585,1.5769066183722167,0.9095700302725427,0.4481695126369266,1.7041248084793046,-0.41487363562924984,1.1394233148058217,-1.4410441132623195,0.15764923256695076,1.6157385538320945,1.8214191368928387,1.7993355155150166,1.7182691385215911
104,-1.0,513,6407,5442,Tokyo,01/10/2018,2030,2190,1,-0.3963927903122369,0.16992216062818344,-0.8772954956027802,-0.6815049020291898,-0.7558650444014386,-0.33586848023439075,0.9467677695495453,0.8855386216433386,0.44608509741472574,-0.27955972931772377,-0.5633393568519633,-0.5744394652107216,-0.8133818407202799
583,-1.0,195,5016,6029,Shanghai Masters,08/10/2018,1960,2011,1,-0.34630967598454415,2.391604520484884,0.0919696965280712,-1.8646563558573608,0.06707159942203109,0.24602521761137036,2.39139827879203,0.20999938224416467,1.4308469979568297,1.7632376840929214,1.0322135059066941,0.9381984152765768,-0.2592654617295892
443,1.0,21,5670,11429,Shanghai Masters,08/10/2018,2142,1784,0,0.05555035336935098,1.9178374803428169,1.1652434419166007,-0.16836033625942373,1.4363755422597784,1.6307696630838837,2.715578653531814,-0.16101920281797472,1.0888820751037447,1.9356431976260762,1.8398840206125495,1.8483455998558511,1.8199418686116262
381,1.0,93,5131,25898,Shanghai Masters,08/10/2018,2027,1887,1,1.2183681911524953,-0.12598076691963375,1.3548524272676512,0.38511569540293356,0.7675923268761902,-0.0933432884519904,-0.3788143805558313,-1.512831374622623,0.03223956902211964,0.6106003355897345,0.7793967465030727,0.7739731953652828,0.7117091106302449
32,0.0,109,5573,6407,Shanghai Masters,08/10/2018,1746,2046,0,1.071266238483826,-1.303829779902591,-1.1946066786503018,-0.04218447523464184,-0.9845078004648603,0.13971532287572738,-0.6884884042641811,0.7598637141853426,-0.8937310514367122,-1.1860904437063717,-1.2124860299224922,-1.1959185996106323,-1.5250909513505249
885,1.0,489,4920,4868,Shanghai Masters,08/10/2018,2396,1942,1,1.082153205771586,-0.17676399115636018,1.5131688102014504,1.7917905451937874,1.8216088731713604,-0.1949406762717772,-0.7106460457480874,-1.5899769891722448,-0.6954003659010477,0.6323081399243787,1.4102654798091603,1.4083366305120566,2.307970973043794
121,0.0,67,11176,6051,Shanghai Masters,08/10/2018,1990,1912,0,-1.0485713025311967,0.25107767942097176,0.6554148035422794,1.2200564665860683,1.07761405996517,0.4503464120443889,-0.1540845016710757,0.5455229924420442,-0.4472079557452898,0.1846890023036526,0.6761410234877031,0.7148703355768626,0.39652364735113643
133,-1.0,71,11547,26578,Shanghai Masters,08/10/2018,2060,2011,0,0.4930053772365613,-0.15193945348846435,-0.37102063075800285,0.46805807449304987,0.23775869188723744,1.0465268854502257,0.44296023853880445,0.30185570634063275,0.1600344818659803,-0.12668608475584622,0.07104148989968652,0.07813463923826663,0.2490981887205857
516,0.5,275,4728,5055,Shanghai Masters,08/10/2018,2120,1896,1,0.9796451265383589,1.8138110481205618,0.5924340638743244,-0.795918975239524,0.9562455514040916,0.004954398741294379,2.1510280457223754,0.9025324528742181,1.139068492042102,1.8463130471624867,1.5166899535549394,1.4862660063387854,1.1387345770083919
248,0.0,129,644,5918,Shanghai Masters,08/10/2018,2156,1988,1,0.12147093226704751,1.1213523332016564,0.4013703648605371,0.23858103341745843,1.081714693583805,-0.6305371381939276,0.9173114104724278,-0.42397260919742297,-0.3205397951274813,1.0493832930949643,1.1575770118633786,1.1457561849002107,0.8540509327562938
372,-1.0,47,5324,45106,Shanghai Masters,08/10/2018,1959,1929,0,-1.6685203589464521,1.085966877119858,-1.588298215006971,0.06549342740425083,-0.2014006253469248,0.7219497479485226,1.0796996050303425,1.068365521590052,-0.14829407510331297,-0.26855591463475237,-0.24706685879172124,-0.2380882225799721,0.15250909513505248
163,0.3333333333333333,585,6364,4311,Shanghai Masters,08/10/2018,2001,1885,1,0.09810773727158718,0.3865625715652652,0.5237480304837049,-0.42086314043781303,0.10030119538172237,-0.17275708620244679,0.20836561544287535,0.0766982369967875,0.4715985249406931,0.5069261889762792,0.3387129954078672,0.31992497379373713,0.5897018345222029
56,0.0,675,11769,5220,Shanghai Masters,08/10/2018,1897,2171,1,1.4610564780604403,-0.7550361977737688,0.02219275861062233,-1.039095581673886,-0.9373231784809363,0.8369395016543193,-0.3439811187173965,-0.07532064225298388,0.23767126479883366,-0.21664221725478888,-0.6603773871280306,-0.66775836816688,-1.3929164022334792
338,0.0,163,6219,5044,Shanghai Masters,08/10/2018,2156,1888,0,-0.4050890727564946,0.6923115753063871,1.8253522838691716,0.6413931763047843,1.401354761617034,-0.5750943291529982,0.014605691944913572,-1.55151198843339,0.5668628680349242,1.090397529781639,1.358413112765218,1.3619582409069377,1.3624145832064687
68,1.0,91,5902,5367,Shanghai Masters,08/10/2018,1911,1897,0,-0.02086634998318319,-0.9758821379592071,0.593329596548059,0.8499106903843054,0.26635424792358714,1.0121769374182223,-0.7295838225400958,-0.06703075113872094,0.05492950590471924,-0.4446288644055727,-0.10767841470978749,-0.0711638913912752,0.07117091106302449
203,0.0,31,6418,5602,Shanghai Masters,08/10/2018,2052,1771,1,-0.07198269482584195,0.41213913967568244,1.281897575392512,0.9280216049351865,1.3183083235897408,-0.349112695350801,-0.14056712652643402,-1.4610782738198542,0.3114428258953282,0.7547040191997181,1.121935080785869,1.153552901860542,1.4285018577649915
659,-0.7142857142857142,557,4752,5216,Shanghai Masters,08/10/2018,2038,2275,0,-0.33711227241700426,-0.2990616116331035,0.11105993990373811,0.0027246452474549293,-0.22528096653932422,-0.20941868238035286,-0.5194727738660891,-0.010255295343845741,-0.08680128833984167,-0.2761646853649659,-0.28054487684557317,-0.2729871105513524,-1.2048218515669145
8,0.0,518,44884,5442,Shanghai Masters,08/10/2018,1677,2175,0,-1.2417363287761447,-0.35260649980560616,-0.5197444094532055,-1.2505865155515663,-1.4724551386435105,0.5667848897874,0.27770128893063883,0.03359773206686136,0.35075993227147667,-0.7084747557698141,-1.219505694005051,-1.248180932680323,-2.531650979241871
583,-0.3333333333333333,98,5016,26007,Shanghai Masters,08/10/2018,1972,1919,1,0.25865080325070205,0.9824722367383958,0.24989987995307417,-0.15112044767911387,0.6402053669320069,0.6323049876056726,0.927626185434742,0.4322898229017457,0.03636064101821835,0.8951759063524873,0.8256587321513937,0.8228884805446662,0.2694327347385927
248,1.0,47,644,45106,Shanghai Masters,08/10/2018,2162,1941,1,0.5816896046671647,0.8511022117972908,-0.28280426157111527,-0.019630057569219966,0.5340768762608595,0.4749789639192969,0.7443712313025851,0.4063243042899991,-0.29688904194864363,0.6777870738658556,0.6800075071368826,0.6643498327083349,1.1234836674948865
248,1.0,163,644,6364,Shanghai Masters,08/10/2018,2166,2016,1,0.7709994949104403,-0.04916172502710617,-0.2489935099025252,0.4439081747884108,0.3650999028921044,-0.06936789426054281,0.3140180393126118,0.7256838380850864,-0.6744078948727752,0.05017392937942712,0.23591881511532167,0.24319904257587438,0.7625454756752624
885,-1.0,248,4920,644,Shanghai Masters,08/10/2018,2402,2172,1,0.4937941967639469,0.1582244722624848,1.0809275255596795,1.1886658482914738,1.3540469863921987,0.08681286955190935,-0.4108190315008303,-1.1476022383366784,0.1795622535975809,0.5902974444605964,1.116136313629078,1.1038799596450561,1.1692363960354024
208,0.0,86,5034,6107,Stockholm,15/10/2018,1773,1864,1,-0.7772442308753335,0.9693100770301764,0.1808562445835225,-0.6218710086064371,0.10314062942025148,-0.13755602274506315,0.758209911143323,-0.5567897535441875,0.08073003113087698,0.6501036768419323,0.4010176779378574,0.3745021893946259,-0.4626109219096592
208,1.0,3,5571,6096,Moscow,15/10/2018,1935,1708,1,0.3684797902568612,1.2686471544222584,0.9310307927000793,0.25275228891073515,1.5701755300972629,-4.301751984027446,0.6392286396967053,-0.5346483948034573,1.9310338122749942,1.3938518154916313,1.4830525766940563,1.493915428121881,1.153985486521897
40,0.0,427,11787,4716,Antwerp,15/10/2018,1862,1822,1,0.3441889855380678,0.3337359869348768,-0.40204500601145754,0.12019307285220487,0.2250138784965539,-1.3447472432504675,0.07048890835993923,1.215300752176137,0.5015676842290097,0.20154226470272077,0.25227347410145123,0.25245116538197176,0.20334546018006996
42,-1.0,189,11485,5370,Moscow,15/10/2018,1835,1882,0,0.5519378988058864,-0.5516701838655984,0.4598404779502238,-0.17389118619037164,-0.20167481329362266,-0.16907868720289243,-0.9308111337400653,0.5579172815869597,1.1232064217022575,-0.09870685113001493,-0.16921840474173055,-0.17375035096115762,-0.2389309157115822
111,0.0,539,6031,4198,Stockholm,15/10/2018,1837,1834,1,0.028106743055258895,-0.094751285065939,0.5274754304753432,-0.686715613418789,-0.4089556883642835,0.17465727498705294,0.480735903005003,-0.613588078424749,-0.049524154834977366,0.13760049625601908,-0.13369064227656116,-0.1625561544098901,0.015250909513505247
23,1.0,59,11429,11769,Antwerp,15/10/2018,1806,1909,1,-0.07762896521626814,-0.4391564029020127,-0.6786708226770781,0.16910560551619444,-0.3644972873263848,-2.519733449745101,-1.0416990971302393,0.4584000798843126,-0.6414217828234954,-0.5965608486343162,-0.5191104621382425,-0.5185906795092652,-0.5236145599636801
689,1.0,321,4467,4659,Antwerp,15/10/2018,1949,1828,1,-0.9149411260781831,-0.3466704648861135,0.5690408096782092,1.2281292656779081,0.6786672840664252,-0.39296638565663716,-0.5664257652050052,-0.287818076501183,-0.6492281518215783,-0.2527164170824438,0.24066492955960464,0.28413461497977227,0.6151200170447116
425,-1.0,169,4794,5564,Moscow,15/10/2018,1848,1776,0,1.8623153251882547,0.02699545020811815,-0.08775721775440307,-0.04897815540141311,0.2905584008918837,-0.38218021505154015,0.46090991938037373,-1.4524104267081908,0.08771001410833193,0.39227778129094193,0.3718085903514718,0.36811311251899537,0.36602182832412594
100,-1.0,123,26007,11176,Stockholm,15/10/2018,1909,1977,0,-0.8616159573513358,0.6060652584622886,-0.19222719542911545,-1.093175988775313,-0.6779391168585238,-0.5917032374777821,1.1906255496684148,-0.3356795136785654,0.9757025712535495,0.18625125419742594,-0.25650383701376556,-0.2913288582778282,-0.34568728230611895
