p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,player_elo_rating,opponent_elo_rating,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff,elo_rating_diff
653,1.0,93,4467,5718,Indian Wells Masters,05/03/2018,1946,1839,0,-0.09037798475467651,-1.080073668061674,0.20211997698143278,2.1216465125263126,0.9239738003416889,0.07406328059575461,-1.376901200028671,-1.3375695091513684,-0.9363635201176664,-0.7249088328176473,0.1465251484819269,0.2046028668622494,0.5439491059816872
554,1.0,137,4789,5044,Indian Wells Masters,05/03/2018,2088,1804,1,0.36781137608516584,0.626312280240277,1.309766536289675,0.8473401446993869,1.5082259678652241,0.056734745790554035,0.72743727591996,-0.9497961561060595,0.4252239066528935,1.0417617192412982,1.3918740348312038,1.4033929451211455,1.4437527672784967
10,0.0,58,11787,6107,Indian Wells Masters,05/03/2018,1763,1734,0,-0.7710151554686215,0.06590794750743861,-0.3675230658974843,0.15468581303376083,-0.13361849113898644,-1.7355344211421082,0.29495548207833144,1.097523401590019,-0.9343860647160771,-0.22110159007314156,-0.16366366357737175,-0.15211965348036746,0.14742545863055073
287,0.0,106,4914,3607,Indian Wells Masters,05/03/2018,1933,1737,1,-0.7036561791523396,1.154199078358092,0.6637629415348648,0.42874830050775936,1.1672834803465928,0.4220061642341408,0.6312402745097774,0.5316433168257764,0.7597777922801465,0.9999123994240254,1.163423896526448,1.179487463424716,0.9963927548823428
87,0.0,18,5918,5801,Indian Wells Masters,05/03/2018,1794,1842,0,0.061388161094611655,-1.406680144547568,0.43249881810443236,0.9258239017035187,-0.204069880150116,1.132535689281446,-1.0000495720162816,1.7718969381772591,-0.6790470038356695,-0.9915985286148553,-0.6196461009789007,-0.5811197220386425,-0.24401455221608395
17,0.0,164,45106,5515,Indian Wells Masters,05/03/2018,1833,1894,1,1.5832072881316104,-1.28287711787908,0.3809444077790901,0.40559740542033756,-0.07258627248174125,-0.4126296225711923,-0.8196686565907233,-0.7218803704651197,-0.5085966028811342,-0.4395525858608292,-0.27596137797311315,-0.25968745397779563,-0.3101018267746067
284,1.0,546,5303,4022,Indian Wells Masters,05/03/2018,1796,1787,1,-0.14268261631649728,-0.054894383641359075,-0.6147817398255571,-0.31132365019323843,-0.4508721370052244,-0.0201960187043542,-0.16710725164559428,-0.269844541693436,-0.09496717908175707,-0.2901568777448783,-0.4190907726675173,-0.4236922927829541,0.04575272854051574
2,0.0,200,44825,5565,Indian Wells Masters,05/03/2018,1721,1829,1,0.8439246323859595,-1.298903856588753,-0.5833644295475446,0.36555339295815137,-0.5469065623297287,-3.71487010620656,0.4310035728540499,-1.4854161920675764,2.218759052853927,-0.9832873027756919,-0.8201773346825009,-0.8169479414376759,-0.5490327424861889
66,0.0,284,5367,4533,Indian Wells Masters,05/03/2018,1932,1835,0,-0.9933143958039706,1.4916365704987393,-0.2271563588157765,-0.4513037049098225,0.29246357227999714,-0.39126507665221344,1.2483378258388251,0.44304264914147196,0.21809669487482963,0.7823306654574701,0.6109659621418332,0.5800830290677711,0.4931127409366697
52,0.0,486,6401,4570,Indian Wells Masters,05/03/2018,1870,1933,0,1.8670316064121728,-1.81793360681291,0.24336432109391085,0.04005919063667833,-0.695263841351489,0.707475083792874,-1.371325349781019,-0.8358960080014111,-0.1628207142733196,-0.8651093515904242,-0.8601196546184984,-0.8414220243163215,-0.3202690997836102
320,0.0,27,3917,6012,Indian Wells Masters,05/03/2018,1895,1782,0,-0.7679024231467677,1.4098609535676074,0.1318754126949705,-0.6653815934786319,0.34371834497445697,-0.19787490111713513,1.25719921531162,0.09640230062993063,1.5715734354362576,1.0041264958386813,0.7332723255863047,0.7070180058552984,0.5744509250086977
268,0.0,248,4994,5055,Indian Wells Masters,05/03/2018,1876,1860,1,1.1879279572586592,0.38710619901814725,-0.5396358538985793,-0.3257088971595038,0.07787556924728767,0.19087748460662352,0.4153718742761964,0.391845593526967,0.2798861409047437,0.3536044498533812,0.22758046960618697,0.209161931271662,0.08133818407202799
48,0.0,36,26011,23848,Indian Wells Masters,05/03/2018,1877,1767,0,0.9706268686283192,-0.18315712961969022,-0.8195222076258143,0.8460510758779298,0.4185762736450477,-1.3869736059612308,0.08449840170168188,0.050311647045400684,-0.927810567663293,-0.2472450957478468,0.10739849826690658,0.12311571041790981,0.5592000154951924
22,0.0,42,5602,5333,Indian Wells Masters,05/03/2018,1603,1692,0,-0.5172689946928273,0.6696083847157878,-0.1910128243354741,-0.7429023434649309,-0.2890159113010993,-0.7608540924130178,0.9127980439055008,0.3210642388664506,0.07150669385336815,0.3739733555567149,0.09199612919565443,0.04763541256195257,-0.4524436489006557
123,1.0,97,5528,11547,Indian Wells Masters,05/03/2018,1804,1979,1,-0.10757302589571724,-0.6054239846258743,-0.12130150346544619,-0.5790207475691674,-0.841552614507414,-0.10378761507016891,-0.8341656537859479,-0.6078106512376559,0.2411178433308782,-0.5200777566774207,-0.7541867794804875,-0.7685770397527875,-0.8896363882878061
188,0.0,35,6196,6030,Indian Wells Masters,05/03/2018,1866,1793,0,0.4214777060742954,1.1189644178926443,-0.21233912770894958,-0.6200970878878045,0.314602337562891,0.2731789959461633,1.1222509515020835,0.7422335499432863,1.0508160883053508,0.8947400298768291,0.6492708376367131,0.6181480054761972,0.3711054648286277
66,1.0,247,6407,5438,Indian Wells Masters,05/03/2018,1922,1923,1,0.19485562128443076,-0.668971796861441,-0.7557052859307997,0.9074347866496668,0.035459090692445835,-0.23424896882719443,-0.38546940575987537,0.5327730721507685,-0.2358990875967446,-0.7350959655246617,-0.3533756396769194,-0.3344771709443391,-0.005083636504501749
208,0.0,90,4546,5209,Indian Wells Masters,05/03/2018,1865,1905,1,0.3492402339810218,0.44199271171662313,0.46418211102360685,-1.103993489415187,-0.31416364581673456,-0.19204249928694025,0.5094714314390885,-0.22014484903578704,0.5966235772287725,0.5804133085688403,0.1306653795940324,0.09527947745137988,-0.20334546018006996
3,0.0,85,5946,11549,Indian Wells Masters,05/03/2018,1691,1898,0,2.4085213725152483,-1.7960446960187828,1.4666432437377108,0.04323215763395405,-0.240478562651884,3.85350219745652,-1.119552117528643,-0.9233534823771491,-1.356862623201149,-0.37517156275079017,-0.3584305942909688,-0.353633415802945,-1.0523127564318622
164,1.0,289,6418,5375,Indian Wells Masters,05/03/2018,1953,1876,1,0.320189693479728,0.49504829406189355,0.7696099750962825,-0.25433560489361534,0.43514951205670266,0.5970319130503116,0.5227334594251811,-1.239492585360407,0.37684606903380624,0.7220275573785461,0.6229266391814389,0.6060229265919634,0.3914400108466347
22,0.0,67,24021,26007,Indian Wells Masters,05/03/2018,1750,1867,0,0.19202440077131336,0.6651211048154672,1.700610292747257,-1.716290934834973,-0.2240973572655037,0.41191422370799646,1.538267837281766,1.0114788486483448,2.0641850298720703,1.1896707506678659,0.4224617752199818,0.4334005350022062,-0.5947854710267046
117,1.0,644,5539,4269,Indian Wells Masters,05/03/2018,1888,1982,0,-0.49684655880585826,-0.3984381846133721,0.029909388321939887,-0.6207749591212847,-0.8197140625335068,0.009330429226915767,-0.1664993499955923,-1.2740309144591742,0.4890119918569361,-0.42886263136142355,-0.6887002443317451,-0.6962094429953062,-0.4778618314231644
24,0.0,60,26578,5420,Indian Wells Masters,05/03/2018,1799,1769,1,-1.5475626214804623,2.2998193381772465,0.45374639793105154,-1.3480601429919141,0.3821570212514883,-0.2662989323445562,1.5068043802303988,-0.6550878705546976,0.13168120148051474,1.595511198850687,1.0364232746861035,0.9967339130583898,0.15250909513505248
39,0.0,154,33215,5564,Indian Wells Masters,05/03/2018,1904,1822,1,0.4210325974088662,0.7765055748816536,0.9624419327634713,-0.6709288321319755,0.36225597788144454,-1.0282171563553557,0.8276753129081921,0.6291760547095089,0.5755442326821335,1.0286141920968666,0.7395238554634769,0.728912563205849,0.4168581933691434
190,0.0,170,5034,5571,Indian Wells Masters,05/03/2018,1792,1819,0,-1.2886840434304503,0.4387540655981337,-0.5854372398380272,-0.3414855157315549,-0.34260328950736696,-0.10635468195804237,0.5761326190254796,0.4504230136775087,-0.12742575206497916,-0.12105615228673425,-0.2579963081977355,-0.26895033732639606,-0.13725818562154724
504,0.0,21,3333,9719,Indian Wells Masters,05/03/2018,1900,1757,0,0.11639981170496275,2.401838034051606,0.09075023536424398,-0.7154488590265234,1.152691286060033,1.4583036771249513,2.9656264896051256,0.8527263791629107,1.8042941417310518,2.0622066634497527,1.6542707619242936,1.7356599364608851,0.7269600201437502
453,0.0,430,4868,3898,Indian Wells Masters,05/03/2018,1860,1946,1,-0.9940629085150887,0.792526418710528,0.10966709805910697,-0.37739099580945107,0.06541008400129085,-0.028340145117832644,0.4961383013794459,0.6769109436803912,0.5710725895199168,0.4112877275464673,0.2574987920537483,0.24391433478185667,-0.4371927393871504
78,0.0,35,5644,5159,Indian Wells Masters,05/03/2018,1828,1664,0,-0.21647577317465752,1.5084504139398116,0.6795389383304854,-0.49739617830357535,0.7389245094577866,-0.020484533257273927,1.612764878661049,-0.21321971576846876,0.8270339005960964,1.3156589381214006,1.1011119587495275,1.0894870768540617,0.8337163867382869
335,-1.0,5,5324,6269,Indian Wells Masters,05/03/2018,1917,1671,0,-1.2641754152582352,1.8523935185585694,-1.2237276066577603,0.5516183595124565,0.8187336467809943,-0.7869729642421215,0.6492942141024979,0.4874697071478516,0.5499676834755597,0.5051681471858319,0.7214543819906101,0.7418371612718526,1.2505745801074304
205,-1.0,232,5630,5978,Indian Wells Masters,05/03/2018,1896,1953,1,0.13917103634831315,-0.15408552798003122,0.42233761641425516,0.554806603346637,0.4765950809478715,0.8632318418746895,-0.7337238874274635,-0.04469227161483229,-0.35599765033529357,0.06806848914110471,0.2933615881194619,0.3092770617231807,-0.2897672807565997
634,1.0,33,5220,5902,Indian Wells Masters,05/03/2018,2171,1894,1,-0.0251560188712207,1.0518813449181592,0.6047125355661003,-0.24072490536247293,0.6437394709186389,-0.9076463466920142,0.9707985424119617,-0.5105330091440521,0.44112334190040847,0.985262917449783,0.9053867432257495,0.8732903320186435,1.4081673117469846
620,1.0,109,4259,5058,Indian Wells Masters,05/03/2018,1993,1756,1,-0.11076944160971677,1.1411237574810622,0.8844350549179834,0.22231339234417502,1.1446560404603912,-0.4804256559847336,0.38069730631169746,-0.36200494132388655,0.36713954464202836,1.1782756055894243,1.2771393858926634,1.266632511152494,1.2048218515669145
93,0.0,293,5718,4180,Indian Wells Masters,05/03/2018,1856,1998,1,-0.8795736395782627,-0.707476524693881,0.09645554025916593,0.10423978760344324,-0.5534050875850076,-0.3919868683746246,-0.9980865020911349,0.5775952913459247,-0.6645922357938068,-0.7579661683381257,-0.6884893977970358,-0.707091116309073,-0.7218763836392483
569,-0.11111111111111116,554,4544,4789,Indian Wells Masters,05/03/2018,2005,2091,0,1.195635763262193,0.8668269901679132,1.3908826328200705,-2.211739518097715,-0.4100845119440559,-0.12314464976831212,1.825686379556263,-1.1332962188518212,1.865423874974712,1.4530825225812696,0.4631703401051741,0.47907350226658757,-0.4371927393871504
839,0.0,58,4920,6107,Indian Wells Masters,05/03/2018,2396,1756,0,0.1933044503283815,1.638787620262416,1.9101849023289257,1.704810189909268,2.903043700968796,-0.36150810633926656,0.573069930935401,-0.6618677099636991,-0.0045373410029517815,1.994391153405998,2.736391737870368,2.7227091198534814,3.2535273628811194
513,0.0,17,5216,45106,Indian Wells Masters,05/03/2018,2239,1849,1,-0.032966334295085754,1.1228775370312447,0.7120085731190587,0.40032548333141543,1.2289217228547098,0.7126954570487268,0.7963102143499016,-0.5290411795543835,0.259874012668594,1.1326696438228474,1.3143695889800318,1.2989055107911882,1.9826182367556822
198,1.0,284,644,5303,Indian Wells Masters,05/03/2018,2144,1811,0,0.27256067928983607,0.5429249246287621,0.45756533382330383,-0.036431701223499244,0.4922368063003911,0.06364805894705525,0.9424169709343241,1.2917593541947026,-0.03367464994287735,0.646923765708077,0.6376165774379865,0.6263894203873994,1.6928509559990825
404,0.0,2,5670,44825,Indian Wells Masters,05/03/2018,2125,1750,1,0.2717886756437491,2.192046098583764,1.5480199518080802,-0.1974626194130259,1.7546670762024879,3.9944839851683436,0.8056639569420332,1.094598472874201,-1.4231142699664898,2.3313336181107047,2.2189452355080435,2.228505595099073,1.906363689188156
124,0.0,284,6364,4533,Indian Wells Masters,05/03/2018,2017,1852,0,-0.22653909614331014,1.1030255491251197,0.3541910289936423,-0.6911714616966237,0.23794414975039552,-0.35026597416514793,0.8761905224000102,-0.21165096879268389,0.86956126133005,0.9198383523937073,0.6495221117169488,0.6121021613367916,0.8388000232427886
486,1.0,160,4570,6029,Indian Wells Masters,05/03/2018,1942,2048,1,-1.5394151620041434,1.7497470550776861,0.34086027491703075,-1.0815014093151645,0.06488130521676139,-0.04684888624580159,1.1767604804704221,0.4360638495935081,1.1065211967731088,1.0679089092847704,0.6665082096376784,0.5890597931249993,-0.5388654694771854
165,0.0,27,6284,6012,Indian Wells Masters,05/03/2018,2052,1804,0,-1.838251432662953,1.3886145899598938,0.20946687774658038,-0.2426519018154234,0.42956286451213344,-0.0753168697540161,1.2408970351287638,0.20274887108365977,1.3873634699754156,0.7506683290241551,0.6566557258153514,0.6395472127201371,1.2607418531164338
268,-1.0,552,4994,5016,Indian Wells Masters,05/03/2018,1887,1995,0,1.2284312404502051,-1.7616667715204712,-0.45467721106219533,0.3679138372946945,-0.7305199942110252,-0.028081490269948956,-1.7175673963370799,-0.736425363838705,-0.4716708488628529,-1.2198124001395603,-1.0625149145867363,-1.0507398486619857,-0.5490327424861889
36,-1.0,587,23848,3852,Indian Wells Masters,05/03/2018,1790,1972,0,-0.7209992663497851,-0.7114575743291836,0.5947702952141005,-0.4854266407637092,-0.7231179794171689,0.7039304543236289,-0.8961643851632091,-0.3059737069107749,-0.14447563274067873,-0.4500834551057814,-0.6438702185903624,-0.6583133700511102,-0.9252218438193184
42,0.0,259,5333,6044,Indian Wells Masters,05/03/2018,1712,2016,0,1.5504733750047301,-1.9537987777361157,-1.6106632769370406,0.33200711102147024,-1.182600176195026,0.9613494275759076,-1.2098607932268703,-0.6740230350824171,-0.49373646384259867,-1.7649403122334923,-1.6344304169085606,-1.6075810974775446,-1.5454254973685317
19,0.0,448,26578,4868,Montpellier,05/02/2018,1788,1870,0,-0.21108156529288893,0.28807668773371187,-0.7731178995419354,-0.9829573500713223,-0.8190843580084359,-0.22806851701031675,-0.17701029131814558,-1.5967480238305962,-0.7464349071328096,-0.13677884391821346,-0.5420843851469297,-0.5640142605994747,-0.4168581933691434
19,0.0,112,11485,4879,Sofia,05/02/2018,1770,1695,0,-0.6595565419704268,0.5133791536242585,1.5070552308016596,-0.8846671012543055,0.029803498850971392,-1.201348566967923,-0.06476406287664846,-0.32583586773124446,1.1287813722018043,0.7970580986771176,0.457340308263812,0.40591132950450065,0.3812727378376312
26,0.0,33,5550,5159,Quito,05/02/2018,1725,1697,1,1.4659983867102029,-0.34672482866413085,-0.5155883572689421,0.4623491954111568,0.21346299503836913,1.3966727220868327,-0.30404740355305937,0.7264712359025285,0.6225801754202519,-0.16767131290859433,0.007499800901924603,0.03495778286204818,0.14234182212604898
384,0.0,72,4894,5644,Sofia,05/02/2018,1903,1774,0,0.6350012790258046,-0.5645047206954019,-0.5348112730497626,0.7338281963088736,0.1411456323641559,0.7697703513084829,-1.0218910510945922,-0.23995822382270957,-0.5818380626623766,-0.46218736374971053,-0.1554812136135714,-0.13916668921977576,0.6557891090807256
