match_id,tournament_name,season,tournament_id,date,level,surface,round,best_of,player_id,player_rank,player_elo_rating,opponent_id,opponent_rank,opponent_elo_rating,outcome,p_1st_in,o_1st_in,p_sv_pt,o_sv_pt,p_1st_won,o_1st_won,p_2nd_won,o_2nd_won,p_ace,o_ace,p_df,o_df,p_bp_sv,o_bp_sv,p_bp_fc,o_bp_fc,p_matches,p_sv_gms,o_sv_gms
170568,Wimbledon,2019,17,01/07/2019,G,G,R32,5,5349,64.0,1888,5016,65.0,2002,,68.0,67.0,101.0,102.0,48.0,57.0,21.0,18.0,4.0,27.0,3.0,6.0,3.0,0.0,6.0,1.0,1,18.0,17.0
170569,Wimbledon,2019,17,01/07/2019,G,G,R32,5,4921,10.0,2090,5801,94.0,1828,,74.0,72.0,111.0,115.0,47.0,49.0,20.0,30.0,5.0,13.0,6.0,3.0,6.0,5.0,10.0,7.0,0,14.0,17.0
170570,Wimbledon,2019,17,01/07/2019,G,G,R32,5,5303,69.0,1877,5543,61.0,1922,,119.0,94.0,183.0,150.0,76.0,63.0,32.0,29.0,5.0,5.0,1.0,6.0,17.0,8.0,24.0,16.0,0,26.0,26.0
170571,Wimbledon,2019,17,01/07/2019,G,G,R32,5,4742,2.0,2415,4541,72.0,2056,,44.0,45.0,63.0,81.0,39.0,31.0,14.0,13.0,11.0,11.0,1.0,4.0,0.0,6.0,0.0,11.0,1,13.0,12.0
170572,Wimbledon,2019,17,01/07/2019,G,G,R32,5,5438,71.0,1892,5442,7.0,2158,,70.0,47.0,113.0,63.0,47.0,40.0,12.0,9.0,6.0,2.0,5.0,2.0,8.0,0.0,14.0,1.0,1,14.0,13.0
170573,Wimbledon,2019,17,01/07/2019,G,G,R32,5,5055,58.0,1890,5515,33.0,2053,,117.0,74.0,166.0,143.0,78.0,61.0,27.0,32.0,7.0,26.0,0.0,7.0,13.0,10.0,15.0,13.0,1,22.0,22.0
170574,Wimbledon,2019,17,01/07/2019,G,G,R32,5,26414,20.0,2034,6029,24.0,2018,,121.0,115.0,201.0,173.0,97.0,84.0,40.0,40.0,22.0,2.0,7.0,3.0,13.0,7.0,15.0,9.0,1,29.0,29.0
170575,Wimbledon,2019,17,01/07/2019,G,G,R32,5,3819,3.0,2365,6284,28.0,1970,,71.0,51.0,102.0,106.0,54.0,34.0,18.0,30.0,6.0,6.0,0.0,3.0,3.0,5.0,4.0,9.0,1,16.0,17.0
170576,Wimbledon,2019,17,01/07/2019,G,G,R16,5,4920,1.0,2383,44830,66.0,1858,,46.0,51.0,66.0,85.0,36.0,33.0,16.0,13.0,3.0,6.0,1.0,2.0,0.0,4.0,0.0,9.0,1,13.0,13.0
170577,Wimbledon,2019,17,01/07/2019,G,G,R16,5,5663,23.0,2095,4269,37.0,2012,,76.0,88.0,118.0,137.0,60.0,63.0,20.0,23.0,8.0,18.0,3.0,6.0,2.0,10.0,5.0,13.0,0,20.0,20.0
170578,Wimbledon,2019,17,01/07/2019,G,G,R16,5,5670,17.0,2114,5539,26.0,1978,,99.0,122.0,153.0,168.0,82.0,88.0,28.0,25.0,33.0,6.0,8.0,3.0,9.0,10.0,12.0,13.0,0,27.0,28.0
170579,Wimbledon,2019,17,01/07/2019,G,G,R16,5,5131,22.0,2103,5324,32.0,2006,,61.0,50.0,86.0,106.0,49.0,38.0,11.0,20.0,1.0,18.0,5.0,9.0,4.0,4.0,5.0,9.0,1,15.0,14.0
170580,Wimbledon,2019,17,01/07/2019,G,G,R16,5,5801,94.0,1859,5016,65.0,2011,,97.0,96.0,149.0,146.0,77.0,80.0,31.0,30.0,13.0,25.0,3.0,5.0,4.0,4.0,5.0,4.0,1,23.0,26.0
170581,Wimbledon,2019,17,01/07/2019,G,G,R16,5,4742,2.0,2418,5303,69.0,1896,,35.0,52.0,61.0,76.0,30.0,29.0,18.0,11.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,8.0,0,12.0,12.0
170582,Wimbledon,2019,17,01/07/2019,G,G,R16,5,5055,58.0,1913,5442,7.0,2163,,81.0,71.0,122.0,120.0,53.0,47.0,18.0,30.0,10.0,4.0,1.0,2.0,8.0,8.0,13.0,11.0,0,18.0,19.0
170583,Wimbledon,2019,17,01/07/2019,G,G,R16,5,3819,3.0,2367,26414,20.0,2047,,42.0,26.0,61.0,58.0,37.0,18.0,13.0,11.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,7.0,0,12.0,11.0
170584,Wimbledon,2019,17,01/07/2019,G,G,QF,5,4920,1.0,2384,5663,23.0,2105,,49.0,34.0,83.0,76.0,37.0,21.0,17.0,16.0,3.0,4.0,3.0,5.0,5.0,3.0,6.0,10.0,1,12.0,12.0
170585,Wimbledon,2019,17,01/07/2019,G,G,QF,5,5131,22.0,2113,5539,26.0,1997,,89.0,90.0,134.0,139.0,63.0,62.0,26.0,22.0,4.0,14.0,1.0,5.0,11.0,12.0,13.0,16.0,0,20.0,20.0
170586,Wimbledon,2019,17,01/07/2019,G,G,QF,5,5016,65.0,2019,4742,2.0,2419,,56.0,55.0,92.0,92.0,41.0,45.0,10.0,20.0,22.0,10.0,3.0,2.0,10.0,6.0,16.0,7.0,0,14.0,14.0
170587,Wimbledon,2019,17,01/07/2019,G,G,QF,5,3819,3.0,2371,5442,7.0,2168,,70.0,79.0,106.0,138.0,57.0,45.0,21.0,33.0,12.0,3.0,4.0,2.0,5.0,10.0,6.0,14.0,0,19.0,18.0
170588,Wimbledon,2019,17,01/07/2019,G,G,SF,5,4920,1.0,2389,5131,22.0,2122,,74.0,71.0,115.0,106.0,57.0,48.0,21.0,17.0,9.0,5.0,3.0,2.0,4.0,3.0,5.0,8.0,1,18.0,17.0
170589,Wimbledon,2019,17,01/07/2019,G,G,SF,5,3819,3.0,2377,4742,2.0,2422,,79.0,81.0,116.0,127.0,58.0,60.0,23.0,22.0,14.0,10.0,1.0,4.0,6.0,8.0,8.0,10.0,0,19.0,20.0
170590,Wimbledon,2019,17,01/07/2019,G,G,F,5,4920,1.0,2394,3819,3.0,2394,,136.0,127.0,219.0,203.0,101.0,100.0,39.0,39.0,10.0,25.0,9.0,6.0,6.0,5.0,13.0,8.0,0,34.0,34.0
171365,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,5070,46.0,1943,5220,25.0,2067,,33.0,29.0,52.0,62.0,28.0,21.0,12.0,19.0,7.0,10.0,0.0,1.0,0.0,1.0,0.0,3.0,0,10.0,10.0
171364,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,45000,50.0,1892,5055,57.0,1894,,56.0,51.0,83.0,72.0,37.0,39.0,14.0,13.0,4.0,3.0,3.0,1.0,9.0,1.0,10.0,1.0,0,11.0,11.0
171363,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,4752,52.0,1995,5663,14.0,2111,,28.0,23.0,48.0,38.0,18.0,18.0,6.0,11.0,3.0,10.0,3.0,1.0,1.0,0.0,6.0,1.0,1,9.0,8.0
171362,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,6418,15.0,2014,25898,33.0,2016,,54.0,38.0,83.0,60.0,40.0,34.0,13.0,14.0,8.0,15.0,4.0,1.0,11.0,0.0,13.0,1.0,0,11.0,11.0
171351,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,4921,12.0,2034,5016,45.0,2014,,30.0,28.0,45.0,56.0,26.0,21.0,10.0,13.0,4.0,8.0,3.0,3.0,0.0,4.0,0.0,7.0,0,9.0,9.0
171350,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,5565,248.0,1814,6029,16.0,2061,,33.0,34.0,53.0,63.0,33.0,24.0,12.0,14.0,11.0,2.0,3.0,2.0,2.0,5.0,2.0,7.0,1,10.0,10.0
171349,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,5303,63.0,1894,5922,60.0,1952,,58.0,62.0,95.0,91.0,45.0,43.0,13.0,16.0,10.0,7.0,3.0,2.0,1.0,4.0,5.0,7.0,1,15.0,15.0
171348,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,11787,64.0,1869,4467,49.0,1894,,55.0,35.0,74.0,58.0,35.0,20.0,11.0,10.0,4.0,1.0,2.0,6.0,4.0,6.0,6.0,11.0,0,10.0,10.0
171347,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,22171,54.0,1867,44825,19.0,1959,RET,31.0,47.0,54.0,61.0,17.0,32.0,12.0,6.0,4.0,5.0,4.0,3.0,2.0,12.0,6.0,14.0,1,8.0,8.0
171346,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,11164,179.0,1737,27835,34.0,1940,,48.0,49.0,65.0,69.0,40.0,40.0,7.0,11.0,9.0,7.0,1.0,0.0,1.0,4.0,2.0,4.0,1,11.0,11.0
171345,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,4789,11.0,2053,32068,55.0,1872,,69.0,66.0,105.0,109.0,52.0,50.0,21.0,19.0,4.0,6.0,3.0,3.0,2.0,6.0,2.0,8.0,1,17.0,16.0
171344,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,4544,17.0,2034,45106,24.0,1999,,41.0,43.0,62.0,67.0,33.0,33.0,16.0,13.0,18.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1,11.0,11.0
171343,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,6284,22.0,1982,4807,231.0,1610,,50.0,69.0,101.0,98.0,36.0,49.0,31.0,14.0,12.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,1,16.0,16.0
171342,Shanghai Masters,2019,339,07/10/2019,M,H,R64,3,26011,51.0,1920,33215,36.0,1982,,45.0,29.0,68.0,49.0,28.0,27.0,10.0,10.0,2.0,6.0,0.0,6.0,11.0,0.0,14.0,0.0,1,9.0,9.0
171341,Shanghai Masters,2019,339,07/10/2019,M,H,R32,3,5070,46.0,1957,3819,3.0,2345,,43.0,43.0,73.0,54.0,26.0,39.0,21.0,7.0,7.0,8.0,4.0,0.0,3.0,0.0,5.0,0.0,0,10.0,10.0
171340,Shanghai Masters,2019,339,07/10/2019,M,H,R32,3,5055,57.0,1905,5663,14.0,2118,RET,24.0,19.0,48.0,37.0,14.0,15.0,8.0,11.0,1.0,5.0,2.0,0.0,6.0,2.0,10.0,2.0,0,6.0,5.0
171339,Shanghai Masters,2019,339,07/10/2019,M,H,R32,3,25898,33.0,2025,5349,58.0,1925,,29.0,33.0,43.0,58.0,22.0,14.0,8.0,11.0,7.0,5.0,3.0,1.0,0.0,6.0,0.0,11.0,0,7.0,7.0
170653,Umag,2019,301,15/07/2019,B,C,R16,3,5219,208.0,1761,5922,58.0,1982,,58.0,79.0,105.0,110.0,38.0,52.0,30.0,17.0,10.0,5.0,2.0,0.0,5.0,10.0,8.0,14.0,0,17.0,16.0
170599,Bastad,2019,41,15/07/2019,B,C,R16,3,11769,64.0,1903,44482,124.0,1764,,38.0,50.0,61.0,81.0,28.0,29.0,12.0,13.0,3.0,1.0,4.0,7.0,2.0,10.0,4.0,14.0,0,11.0,10.0
170625,Newport,2019,193,15/07/2019,B,G,R16,3,11766,102.0,1723,4544,15.0,2053,,47.0,65.0,84.0,100.0,43.0,49.0,19.0,23.0,6.0,25.0,8.0,3.0,0.0,5.0,2.0,5.0,1,15.0,16.0
170598,Bastad,2019,41,15/07/2019,B,C,R16,3,4868,80.0,1922,6412,37.0,1915,,42.0,40.0,66.0,67.0,33.0,26.0,10.0,12.0,12.0,8.0,6.0,1.0,3.0,7.0,4.0,10.0,1,10.0,10.0
170652,Umag,2019,301,15/07/2019,B,C,R16,3,4921,9.0,2068,5868,105.0,1705,RET,21.0,16.0,34.0,29.0,11.0,15.0,3.0,6.0,0.0,5.0,2.0,2.0,0.0,0.0,3.0,0.0,0,5.0,5.0
170597,Bastad,2019,41,15/07/2019,B,C,QF,3,5070,99.0,1871,6134,77.0,1837,,44.0,56.0,71.0,97.0,33.0,35.0,17.0,17.0,3.0,1.0,2.0,3.0,4.0,10.0,5.0,15.0,1,12.0,12.0
170651,Umag,2019,301,15/07/2019,B,C,QF,3,6085,125.0,1792,5476,152.0,1714,,36.0,34.0,53.0,60.0,24.0,18.0,12.0,10.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,8.0,1,8.0,8.0
170624,Newport,2019,193,15/07/2019,B,G,QF,3,22171,83.0,1802,5801,72.0,1871,,35.0,38.0,57.0,71.0,25.0,22.0,10.0,14.0,10.0,2.0,3.0,8.0,1.0,5.0,4.0,10.0,1,10.0,11.0
170623,Newport,2019,193,15/07/2019,B,G,QF,3,4716,98.0,1818,4994,211.0,1764,,25.0,32.0,37.0,40.0,23.0,19.0,9.0,2.0,6.0,4.0,1.0,2.0,0.0,2.0,0.0,6.0,1,8.0,7.0
170650,Umag,2019,301,15/07/2019,B,C,QF,3,5370,87.0,1870,5571,36.0,1923,,47.0,71.0,95.0,97.0,31.0,47.0,21.0,12.0,6.0,1.0,1.0,3.0,8.0,5.0,14.0,9.0,1,15.0,15.0
170596,Bastad,2019,41,15/07/2019,B,C,QF,3,6214,71.0,1855,4752,50.0,1989,,63.0,74.0,113.0,123.0,47.0,50.0,23.0,22.0,8.0,13.0,5.0,7.0,7.0,14.0,9.0,17.0,0,15.0,16.0
170595,Bastad,2019,41,15/07/2019,B,C,QF,3,5303,56.0,1904,5630,70.0,1852,,38.0,37.0,58.0,56.0,19.0,28.0,12.0,9.0,2.0,3.0,2.0,1.0,2.0,4.0,7.0,6.0,1,10.0,10.0
170649,Umag,2019,301,15/07/2019,B,C,QF,3,4914,60.0,1935,11485,32.0,1891,,61.0,71.0,104.0,114.0,45.0,56.0,24.0,23.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,0,15.0,16.0
170622,Newport,2019,193,15/07/2019,B,G,QF,3,44830,48.0,1865,25609,141.0,1821,,60.0,64.0,103.0,98.0,46.0,38.0,16.0,19.0,9.0,3.0,8.0,4.0,10.0,7.0,13.0,12.0,0,14.0,15.0
170621,Newport,2019,193,15/07/2019,B,G,QF,3,4544,15.0,2055,5044,110.0,1800,,60.0,51.0,83.0,87.0,48.0,39.0,12.0,19.0,24.0,9.0,3.0,6.0,3.0,3.0,4.0,5.0,0,15.0,14.0
170648,Umag,2019,301,15/07/2019,B,C,QF,3,5219,208.0,1786,5868,105.0,1744,,55.0,52.0,100.0,106.0,36.0,38.0,26.0,26.0,8.0,3.0,4.0,6.0,5.0,4.0,8.0,8.0,1,14.0,16.0
170594,Bastad,2019,41,15/07/2019,B,C,QF,3,4868,80.0,1931,11769,64.0,1909,,32.0,39.0,54.0,56.0,22.0,28.0,5.0,10.0,6.0,2.0,5.0,2.0,0.0,6.0,4.0,7.0,0,8.0,9.0
170647,Umag,2019,301,15/07/2019,B,C,SF,3,5571,36.0,1932,6085,125.0,1803,RET,24.0,20.0,37.0,34.0,18.0,12.0,8.0,8.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,0,6.0,6.0
170593,Bastad,2019,41,15/07/2019,B,C,SF,3,5070,99.0,1881,6214,71.0,1871,,36.0,44.0,51.0,60.0,20.0,32.0,9.0,10.0,3.0,6.0,0.0,0.0,1.0,3.0,4.0,4.0,1,9.0,10.0
170620,Newport,2019,193,15/07/2019,B,G,SF,3,4716,98.0,1829,22171,83.0,1818,,49.0,49.0,85.0,100.0,39.0,36.0,18.0,25.0,3.0,10.0,6.0,14.0,3.0,0.0,6.0,4.0,1,15.0,16.0
170619,Newport,2019,193,15/07/2019,B,G,SF,3,4544,15.0,2059,44830,48.0,1875,,80.0,59.0,114.0,102.0,65.0,44.0,18.0,29.0,15.0,13.0,4.0,5.0,7.0,5.0,7.0,6.0,0,17.0,16.0
170646,Umag,2019,301,15/07/2019,B,C,SF,3,5219,208.0,1799,11485,32.0,1903,,38.0,43.0,73.0,59.0,27.0,23.0,18.0,9.0,1.0,2.0,5.0,0.0,9.0,4.0,10.0,8.0,0,9.0,9.0
170592,Bastad,2019,41,15/07/2019,B,C,SF,3,5630,70.0,1865,11769,64.0,1920,,27.0,34.0,44.0,51.0,15.0,25.0,8.0,10.0,1.0,6.0,3.0,2.0,2.0,3.0,6.0,4.0,1,8.0,9.0
170618,Newport,2019,193,15/07/2019,B,G,F,3,4544,15.0,2064,22171,83.0,1833,,38.0,45.0,60.0,70.0,30.0,31.0,14.0,10.0,5.0,4.0,3.0,6.0,1.0,0.0,2.0,3.0,0,10.0,11.0
170645,Umag,2019,301,15/07/2019,B,C,F,3,5571,36.0,1938,5219,208.0,1818,,48.0,55.0,68.0,82.0,34.0,32.0,12.0,14.0,2.0,0.0,0.0,2.0,0.0,5.0,2.0,9.0,0,12.0,12.0
170591,Bastad,2019,41,15/07/2019,B,C,F,3,11769,64.0,1929,6214,71.0,1883,,50.0,34.0,78.0,65.0,38.0,24.0,16.0,20.0,10.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,1,11.0,11.0
171446,Stockholm,2019,38,14/10/2019,B,H,R32,3,10580,126.0,1786,5016,50.0,2005,,45.0,51.0,73.0,76.0,36.0,43.0,16.0,14.0,6.0,20.0,1.0,3.0,3.0,3.0,4.0,3.0,0,11.0,11.0
171392,Antwerp,2019,353,14/10/2019,B,H,R32,3,6061,176.0,1719,44830,70.0,1826,,49.0,34.0,63.0,50.0,31.0,30.0,7.0,11.0,2.0,7.0,1.0,2.0,4.0,0.0,7.0,1.0,0,11.0,11.0
171418,Moscow,2019,305,14/10/2019,B,H,R32,3,5564,67.0,1845,6134,80.0,1841,,42.0,45.0,78.0,73.0,27.0,34.0,18.0,14.0,2.0,7.0,5.0,2.0,2.0,2.0,7.0,4.0,1,14.0,13.0
171445,Stockholm,2019,38,14/10/2019,B,H,R32,3,25953,124.0,1619,4664,63.0,1890,,47.0,48.0,76.0,78.0,33.0,25.0,17.0,13.0,8.0,1.0,3.0,5.0,4.0,5.0,6.0,11.0,0,13.0,13.0
171391,Antwerp,2019,353,14/10/2019,B,H,R32,3,4752,57.0,1988,26755,88.0,1742,,49.0,49.0,71.0,79.0,37.0,35.0,8.0,12.0,10.0,3.0,3.0,3.0,2.0,4.0,5.0,7.0,1,13.0,13.0
171417,Moscow,2019,305,14/10/2019,B,H,R32,3,4311,72.0,1858,6412,38.0,1897,,64.0,70.0,122.0,122.0,44.0,50.0,32.0,25.0,7.0,6.0,4.0,9.0,8.0,6.0,12.0,8.0,0,17.0,16.0
171390,Antwerp,2019,353,14/10/2019,B,H,R32,3,5367,111.0,1850,5539,20.0,1971,,66.0,66.0,110.0,118.0,57.0,49.0,17.0,32.0,4.0,16.0,4.0,5.0,8.0,5.0,10.0,7.0,1,17.0,17.0
171444,Stockholm,2019,38,14/10/2019,B,H,R32,3,5349,52.0,1917,5793,35.0,2001,,35.0,45.0,70.0,58.0,24.0,33.0,15.0,8.0,4.0,5.0,1.0,1.0,5.0,4.0,8.0,4.0,1,10.0,9.0
171416,Moscow,2019,305,14/10/2019,B,H,R32,3,4585,152.0,1826,6214,51.0,1877,,65.0,76.0,106.0,121.0,52.0,53.0,23.0,26.0,20.0,9.0,4.0,3.0,2.0,9.0,4.0,12.0,1,17.0,16.0
171389,Antwerp,2019,353,14/10/2019,B,H,R32,3,5630,77.0,1824,5644,92.0,1781,,54.0,38.0,76.0,58.0,36.0,31.0,9.0,12.0,3.0,9.0,3.0,0.0,4.0,0.0,7.0,2.0,1,11.0,11.0
171443,Stockholm,2019,38,14/10/2019,B,H,R32,3,5420,46.0,1903,6401,74.0,1924,,56.0,68.0,92.0,96.0,38.0,44.0,13.0,14.0,6.0,2.0,2.0,0.0,9.0,15.0,14.0,18.0,1,13.0,13.0
171388,Antwerp,2019,353,14/10/2019,B,H,R32,3,4913,243.0,2168,6279,158.0,1683,,40.0,48.0,73.0,67.0,30.0,25.0,15.0,10.0,5.0,0.0,5.0,1.0,2.0,2.0,5.0,6.0,1,11.0,11.0
171415,Moscow,2019,305,14/10/2019,B,H,R32,3,5055,58.0,1900,5528,113.0,1792,,37.0,33.0,62.0,53.0,28.0,26.0,12.0,5.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,8.0,1,10.0,9.0
171442,Stockholm,2019,38,14/10/2019,B,H,R32,3,5922,60.0,1940,34554,59.0,1888,,32.0,46.0,56.0,81.0,27.0,25.0,13.0,19.0,5.0,1.0,3.0,1.0,4.0,7.0,5.0,11.0,1,10.0,11.0
171387,Antwerp,2019,353,14/10/2019,B,H,R32,3,6184,79.0,1781,4654,45.0,1888,,51.0,28.0,66.0,44.0,33.0,27.0,7.0,10.0,8.0,3.0,5.0,2.0,5.0,0.0,8.0,0.0,0,10.0,9.0
171414,Moscow,2019,305,14/10/2019,B,H,R32,3,5166,44.0,1925,5986,93.0,1855,,33.0,29.0,58.0,48.0,25.0,18.0,14.0,5.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,8.0,1,9.0,9.0
171441,Stockholm,2019,38,14/10/2019,B,H,R32,3,6057,184.0,1835,5543,43.0,1922,,64.0,56.0,101.0,83.0,43.0,40.0,15.0,13.0,9.0,6.0,3.0,3.0,10.0,6.0,13.0,9.0,0,13.0,13.0
171386,Antwerp,2019,353,14/10/2019,B,H,R32,3,32068,56.0,1866,4541,36.0,2058,,34.0,32.0,54.0,54.0,23.0,28.0,11.0,14.0,5.0,5.0,3.0,2.0,2.0,1.0,4.0,1.0,1,9.0,10.0
171440,Stockholm,2019,38,14/10/2019,B,H,R32,3,11762,97.0,1648,5636,213.0,1773,,56.0,43.0,85.0,66.0,37.0,33.0,12.0,14.0,5.0,5.0,4.0,2.0,9.0,1.0,13.0,2.0,1,12.0,12.0
171413,Moscow,2019,305,14/10/2019,B,H,R32,3,44758,424.0,1660,45000,49.0,1880,,43.0,30.0,68.0,54.0,20.0,25.0,12.0,10.0,2.0,5.0,1.0,4.0,3.0,2.0,9.0,4.0,1,10.0,9.0
171385,Antwerp,2019,353,14/10/2019,B,H,R32,3,4467,47.0,1882,4326,179.0,1805,,23.0,35.0,41.0,48.0,21.0,18.0,12.0,7.0,3.0,3.0,3.0,0.0,2.0,4.0,2.0,8.0,0,8.0,7.0
171412,Moscow,2019,305,14/10/2019,B,H,R32,3,11769,78.0,1901,4868,66.0,1941,,38.0,30.0,65.0,45.0,26.0,27.0,10.0,10.0,6.0,7.0,0.0,2.0,6.0,0.0,9.0,0.0,1,9.0,9.0
171439,Stockholm,2019,38,14/10/2019,B,H,R32,3,44482,75.0,1772,5303,64.0,1893,,46.0,39.0,68.0,67.0,25.0,21.0,14.0,12.0,2.0,3.0,2.0,1.0,3.0,4.0,7.0,10.0,1,11.0,11.0
170736,Hamburg,2019,10,22/07/2019,A,C,R16,3,4868,77.0,1933,4752,65.0,1978,,46.0,51.0,74.0,79.0,35.0,35.0,20.0,16.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,1,12.0,12.0
170683,Atlanta,2019,341,22/07/2019,B,H,R16,3,11787,54.0,1861,26755,117.0,1653,,34.0,32.0,53.0,48.0,28.0,20.0,12.0,12.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,3.0,0,10.0,9.0
170708,Gstaad,2019,14,22/07/2019,B,C,R16,3,6196,142.0,1880,5636,455.0,1732,,64.0,62.0,99.0,98.0,46.0,46.0,19.0,23.0,8.0,3.0,6.0,3.0,6.0,3.0,8.0,5.0,1,15.0,16.0
170735,Hamburg,2019,10,22/07/2019,A,C,R16,3,5515,36.0,2037,5793,59.0,1916,,32.0,34.0,62.0,59.0,22.0,26.0,10.0,10.0,6.0,6.0,3.0,1.0,2.0,3.0,7.0,6.0,1,9.0,10.0
170682,Atlanta,2019,341,22/07/2019,B,H,R16,3,6057,106.0,1840,5044,100.0,1805,,47.0,39.0,67.0,69.0,37.0,31.0,9.0,14.0,12.0,3.0,1.0,10.0,1.0,1.0,2.0,3.0,0,11.0,11.0
170734,Hamburg,2019,10,22/07/2019,A,C,R16,3,4921,10.0,2055,45307,150.0,1712,,29.0,41.0,57.0,67.0,24.0,28.0,18.0,12.0,7.0,4.0,3.0,3.0,1.0,2.0,2.0,5.0,1,11.0,11.0
170707,Gstaad,2019,14,22/07/2019,B,C,R16,3,32068,52.0,1870,5333,90.0,1826,,62.0,49.0,92.0,78.0,41.0,39.0,15.0,17.0,10.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,0,14.0,14.0
170681,Atlanta,2019,341,22/07/2019,B,H,R16,3,45106,34.0,1905,5602,94.0,1725,,23.0,29.0,47.0,52.0,21.0,22.0,19.0,13.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,1,10.0,10.0
170706,Gstaad,2019,14,22/07/2019,B,C,R16,3,5303,49.0,1901,26041,265.0,1732,,42.0,38.0,65.0,64.0,34.0,26.0,11.0,13.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,6.0,1,10.0,10.0
170680,Atlanta,2019,341,22/07/2019,B,H,R16,3,5543,55.0,1911,5420,42.0,1921,,58.0,46.0,114.0,86.0,49.0,32.0,22.0,21.0,4.0,3.0,10.0,6.0,15.0,1.0,19.0,6.0,1,16.0,16.0
170733,Hamburg,2019,10,22/07/2019,A,C,R16,3,34554,69.0,1893,25898,78.0,1910,,68.0,57.0,95.0,83.0,43.0,45.0,14.0,15.0,5.0,8.0,2.0,4.0,4.0,3.0,7.0,5.0,0,15.0,15.0
170705,Gstaad,2019,14,22/07/2019,B,C,R16,3,44494,89.0,1799,5131,13.0,2117,,62.0,44.0,88.0,72.0,43.0,34.0,10.0,16.0,5.0,2.0,1.0,3.0,8.0,2.0,10.0,3.0,0,11.0,11.0
170732,Hamburg,2019,10,22/07/2019,A,C,R16,3,5902,50.0,1938,6219,4.0,2193,,37.0,28.0,67.0,55.0,22.0,26.0,14.0,17.0,1.0,4.0,4.0,4.0,9.0,1.0,12.0,1.0,1,9.0,10.0
170679,Atlanta,2019,341,22/07/2019,B,H,R16,3,24021,57.0,1873,4544,14.0,2068,,66.0,71.0,111.0,111.0,60.0,63.0,30.0,22.0,31.0,33.0,3.0,8.0,3.0,2.0,3.0,2.0,0,18.0,18.0
170731,Hamburg,2019,10,22/07/2019,A,C,QF,3,5922,58.0,1984,644,5.0,2109,,58.0,57.0,91.0,81.0,37.0,39.0,15.0,9.0,2.0,12.0,2.0,5.0,8.0,1.0,13.0,5.0,1,14.0,14.0
170704,Gstaad,2019,14,22/07/2019,B,C,QF,3,6134,74.0,1844,5070,85.0,1893,,29.0,33.0,45.0,52.0,17.0,25.0,4.0,11.0,1.0,4.0,3.0,0.0,2.0,3.0,6.0,3.0,1,7.0,8.0
170678,Atlanta,2019,341,22/07/2019,B,H,QF,3,26007,32.0,1985,45000,66.0,1883,,31.0,24.0,57.0,47.0,28.0,19.0,16.0,13.0,11.0,6.0,4.0,1.0,0.0,1.0,0.0,3.0,1,10.0,9.0
170703,Gstaad,2019,14,22/07/2019,B,C,QF,3,4664,79.0,1824,5571,26.0,1951,,53.0,76.0,77.0,104.0,40.0,47.0,12.0,14.0,1.0,2.0,2.0,2.0,5.0,8.0,6.0,10.0,0,11.0,11.0
170730,Hamburg,2019,10,22/07/2019,A,C,QF,3,4868,77.0,1944,5918,16.0,1933,,31.0,30.0,43.0,55.0,18.0,23.0,5.0,14.0,2.0,3.0,3.0,4.0,3.0,3.0,7.0,4.0,1,8.0,9.0
170677,Atlanta,2019,341,22/07/2019,B,H,QF,3,11787,54.0,1866,45438,95.0,1823,,45.0,44.0,72.0,72.0,33.0,33.0,11.0,9.0,6.0,8.0,4.0,4.0,4.0,5.0,6.0,9.0,0,11.0,11.0
170702,Gstaad,2019,14,22/07/2019,B,C,QF,3,5333,90.0,1840,5636,455.0,1758,,45.0,53.0,78.0,87.0,33.0,39.0,17.0,17.0,3.0,5.0,1.0,4.0,1.0,3.0,4.0,6.0,1,14.0,14.0
