match_id,tournament_name,season,tournament_id,date,level,surface,round,best_of,player_id,player_rank,player_elo_rating,opponent_id,opponent_rank,opponent_elo_rating,outcome,p_1st_in,o_1st_in,p_sv_pt,o_sv_pt,p_1st_won,o_1st_won,p_2nd_won,o_2nd_won,p_ace,o_ace,p_df,o_df,p_bp_sv,o_bp_sv,p_bp_fc,o_bp_fc,p_matches,p_sv_gms,o_sv_gms
169533,Dubai,2019,311,25/02/2019,A,H,R32,3,5220,10.0,2161,4789,23.0,2085,,54.0,36.0,87.0,62.0,36.0,29.0,12.0,16.0,1.0,7.0,1.0,1.0,8.0,0.0,13.0,1.0,0,13.0,12.0
169532,Dubai,2019,311,25/02/2019,A,H,R32,3,26578,11.0,2091,5044,47.0,1874,,37.0,46.0,71.0,80.0,34.0,35.0,19.0,17.0,7.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,0,14.0,14.0
169531,Dubai,2019,311,25/02/2019,A,H,R32,3,4894,62.0,1857,6064,155.0,1837,,54.0,49.0,93.0,82.0,41.0,34.0,18.0,24.0,5.0,5.0,6.0,1.0,7.0,2.0,7.0,2.0,0,12.0,12.0
169530,Dubai,2019,311,25/02/2019,A,H,R32,3,27835,77.0,1738,44669,143.0,1707,,37.0,41.0,60.0,64.0,31.0,29.0,14.0,11.0,3.0,5.0,3.0,2.0,0.0,5.0,0.0,7.0,1,11.0,10.0
169567,Sao Paulo,2019,330,25/02/2019,B,C,R32,3,50372,449.0,1523,11174,117.0,1672,,45.0,46.0,85.0,77.0,30.0,33.0,24.0,13.0,2.0,4.0,2.0,8.0,8.0,4.0,10.0,9.0,1,13.0,14.0
169566,Sao Paulo,2019,330,25/02/2019,B,C,R32,3,6107,70.0,1821,5466,121.0,1780,,77.0,47.0,111.0,103.0,48.0,32.0,21.0,29.0,5.0,8.0,2.0,3.0,7.0,4.0,11.0,8.0,1,16.0,15.0
169606,Indian Wells Masters,2019,290,04/03/2019,M,H,R64,3,6051,16.0,1901,5070,91.0,1854,,28.0,39.0,46.0,59.0,19.0,30.0,9.0,11.0,3.0,1.0,3.0,2.0,0.0,6.0,3.0,6.0,1,9.0,9.0
169605,Indian Wells Masters,2019,290,04/03/2019,M,H,R64,3,4789,19.0,2093,4914,56.0,1874,,58.0,49.0,83.0,91.0,41.0,37.0,13.0,17.0,5.0,2.0,4.0,8.0,3.0,4.0,6.0,8.0,0,14.0,14.0
169604,Indian Wells Masters,2019,290,04/03/2019,M,H,R64,3,4259,39.0,1972,6387,33.0,2120,,38.0,47.0,60.0,64.0,31.0,33.0,13.0,8.0,3.0,10.0,1.0,2.0,5.0,2.0,5.0,4.0,1,10.0,10.0
169661,Indian Wells Masters,2019,290,04/03/2019,M,H,R128,3,4794,101.0,1823,4894,68.0,1845,,40.0,34.0,56.0,63.0,27.0,28.0,5.0,16.0,6.0,8.0,2.0,1.0,2.0,3.0,5.0,4.0,0,9.0,10.0
169743,Miami Masters,2019,282,18/03/2019,M,H,R128,3,11769,79.0,1846,4868,40.0,1907,,70.0,50.0,117.0,100.0,56.0,42.0,20.0,30.0,16.0,9.0,4.0,7.0,7.0,2.0,9.0,2.0,1,16.0,16.0
169819,Marrakech,2019,299,08/04/2019,B,C,R32,3,4921,18.0,1983,6196,101.0,1843,,48.0,42.0,82.0,71.0,34.0,35.0,14.0,15.0,6.0,10.0,2.0,2.0,5.0,3.0,7.0,4.0,1,11.0,11.0
169818,Marrakech,2019,299,08/04/2019,B,C,R32,3,4122,177.0,1742,6214,66.0,1774,,32.0,38.0,60.0,60.0,19.0,25.0,13.0,12.0,3.0,2.0,2.0,2.0,3.0,4.0,7.0,5.0,0,9.0,9.0
169861,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,11787,56.0,1859,5166,58.0,1878,,31.0,33.0,53.0,64.0,27.0,21.0,11.0,17.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,7.0,0,9.0,10.0
169860,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5902,37.0,1959,5918,17.0,1971,,53.0,64.0,94.0,113.0,39.0,43.0,24.0,23.0,6.0,2.0,6.0,9.0,4.0,17.0,5.0,20.0,0,14.0,14.0
169859,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5805,84.0,1740,5663,21.0,2065,,34.0,29.0,63.0,58.0,19.0,22.0,13.0,16.0,0.0,5.0,6.0,2.0,7.0,5.0,11.0,6.0,0,8.0,9.0
169858,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,4291,71.0,1783,5571,48.0,1903,,36.0,42.0,60.0,64.0,24.0,31.0,14.0,14.0,2.0,4.0,0.0,2.0,3.0,5.0,5.0,5.0,1,10.0,10.0
169857,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5630,74.0,1830,5364,50.0,1941,,40.0,41.0,72.0,76.0,27.0,35.0,15.0,15.0,1.0,2.0,3.0,3.0,3.0,1.0,6.0,3.0,0,12.0,12.0
169856,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5055,42.0,1915,4868,41.0,1909,,37.0,26.0,53.0,58.0,27.0,18.0,11.0,18.0,0.0,6.0,0.0,2.0,3.0,5.0,3.0,8.0,1,9.0,10.0
169855,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5370,70.0,1876,5420,45.0,1932,,35.0,30.0,62.0,47.0,22.0,22.0,9.0,11.0,4.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,0,9.0,9.0
169854,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,6407,14.0,2111,5303,51.0,1875,,18.0,26.0,40.0,46.0,15.0,15.0,14.0,4.0,5.0,1.0,4.0,2.0,0.0,3.0,0.0,8.0,0,7.0,7.0
169853,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,6029,24.0,1973,6364,23.0,2024,,53.0,48.0,78.0,92.0,31.0,26.0,17.0,20.0,1.0,0.0,3.0,4.0,2.0,9.0,6.0,16.0,1,13.0,13.0
169852,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,4541,102.0,2074,26007,65.0,1882,RET,23.0,18.0,47.0,38.0,15.0,13.0,8.0,13.0,1.0,8.0,3.0,0.0,5.0,1.0,8.0,2.0,1,6.0,6.0
169851,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,6107,72.0,1801,4259,40.0,1989,,32.0,27.0,49.0,42.0,19.0,23.0,7.0,10.0,1.0,5.0,2.0,0.0,4.0,1.0,8.0,1.0,1,8.0,8.0
169850,Monte Carlo Masters,2019,9,15/04/2019,M,C,R32,3,5131,22.0,2113,4742,2.0,2389,,23.0,28.0,40.0,47.0,9.0,18.0,8.0,14.0,0.0,0.0,0.0,3.0,3.0,5.0,8.0,5.0,0,7.0,7.0
169849,Monte Carlo Masters,2019,9,15/04/2019,M,C,R32,3,5515,44.0,1960,5763,28.0,2075,,35.0,41.0,76.0,85.0,26.0,29.0,20.0,24.0,6.0,1.0,4.0,2.0,8.0,7.0,10.0,8.0,0,11.0,11.0
169874,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5131,22.0,2108,5349,39.0,1913,,52.0,48.0,74.0,77.0,37.0,31.0,11.0,9.0,1.0,4.0,2.0,3.0,6.0,5.0,8.0,10.0,0,12.0,11.0
169873,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,26414,55.0,1860,5763,28.0,2070,,38.0,40.0,83.0,80.0,24.0,29.0,22.0,20.0,3.0,2.0,4.0,6.0,14.0,6.0,18.0,8.0,0,11.0,11.0
169872,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,33215,20.0,2021,5515,44.0,1948,,58.0,46.0,100.0,90.0,36.0,33.0,18.0,21.0,1.0,4.0,10.0,4.0,10.0,6.0,16.0,9.0,0,14.0,14.0
169871,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5986,54.0,1866,6051,16.0,1888,RET,3.0,6.0,11.0,14.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1,2.0,2.0
169870,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,6284,31.0,1967,4526,36.0,2090,,22.0,28.0,55.0,59.0,14.0,24.0,19.0,19.0,1.0,7.0,3.0,3.0,2.0,5.0,5.0,6.0,0,10.0,11.0
169869,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,5539,35.0,1913,11485,32.0,1850,,64.0,62.0,94.0,100.0,46.0,46.0,18.0,16.0,2.0,3.0,4.0,1.0,3.0,5.0,4.0,9.0,1,15.0,15.0
169868,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,44825,33.0,1921,6214,79.0,1776,,43.0,45.0,73.0,92.0,38.0,31.0,14.0,22.0,5.0,1.0,5.0,4.0,2.0,6.0,4.0,9.0,1,12.0,12.0
169867,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,4467,26.0,1952,45438,120.0,1771,,37.0,30.0,56.0,57.0,26.0,20.0,8.0,7.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,9.0,1,9.0,10.0
169866,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,25898,90.0,1904,4921,18.0,1971,,42.0,55.0,90.0,121.0,30.0,37.0,24.0,32.0,6.0,4.0,6.0,8.0,3.0,13.0,8.0,17.0,0,16.0,16.0
169865,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,27835,52.0,1887,6418,13.0,2090,,57.0,51.0,106.0,109.0,35.0,36.0,31.0,32.0,6.0,3.0,5.0,3.0,8.0,4.0,12.0,7.0,1,17.0,17.0
170002,Munich,2019,153,29/04/2019,B,C,R32,3,4311,68.0,1899,4259,41.0,1992,,32.0,42.0,58.0,59.0,20.0,33.0,14.0,10.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1,10.0,10.0
169975,Estoril,2019,348,29/04/2019,B,C,R32,3,4654,67.0,1911,6085,152.0,1666,,35.0,40.0,53.0,51.0,28.0,20.0,7.0,4.0,4.0,0.0,2.0,0.0,0.0,5.0,1.0,10.0,0,8.0,8.0
169974,Estoril,2019,348,29/04/2019,B,C,R32,3,6401,71.0,1910,11429,57.0,1878,,26.0,31.0,44.0,52.0,22.0,17.0,13.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0,9.0,9.0
170057,Madrid Masters,2019,331,06/05/2019,M,C,R64,3,33215,20.0,1997,44825,30.0,1925,,39.0,59.0,72.0,85.0,23.0,37.0,18.0,17.0,1.0,3.0,4.0,2.0,6.0,2.0,9.0,3.0,1,10.0,10.0
170112,Rome Masters,2019,11,13/05/2019,M,C,R64,3,4752,39.0,2026,4868,42.0,1920,,50.0,66.0,84.0,91.0,32.0,46.0,19.0,13.0,2.0,5.0,4.0,1.0,7.0,8.0,11.0,9.0,1,13.0,13.0
170111,Rome Masters,2019,11,13/05/2019,M,C,R64,3,11485,32.0,1895,5055,47.0,1891,,35.0,50.0,52.0,66.0,31.0,32.0,9.0,7.0,5.0,1.0,1.0,1.0,0.0,5.0,0.0,7.0,0,10.0,9.0
170110,Rome Masters,2019,11,13/05/2019,M,C,R64,3,5902,37.0,1961,5918,18.0,1944,,40.0,35.0,72.0,68.0,23.0,22.0,10.0,20.0,3.0,0.0,1.0,3.0,5.0,3.0,10.0,5.0,1,10.0,9.0
170109,Rome Masters,2019,11,13/05/2019,M,C,R64,3,32068,67.0,1854,11547,13.0,2040,,51.0,54.0,92.0,100.0,39.0,39.0,21.0,27.0,12.0,3.0,3.0,8.0,7.0,4.0,10.0,5.0,1,14.0,16.0
170108,Rome Masters,2019,11,13/05/2019,M,C,R64,3,4311,65.0,1886,5131,20.0,2089,,51.0,47.0,80.0,68.0,34.0,34.0,9.0,12.0,1.0,3.0,4.0,2.0,4.0,1.0,9.0,3.0,1,11.0,12.0
170107,Rome Masters,2019,11,13/05/2019,M,C,R64,3,6364,27.0,1991,4269,38.0,1980,,67.0,51.0,111.0,82.0,45.0,37.0,16.0,15.0,4.0,5.0,4.0,3.0,11.0,1.0,16.0,4.0,0,14.0,14.0
170106,Rome Masters,2019,11,13/05/2019,M,C,R64,3,26011,34.0,1960,5303,72.0,1852,,73.0,77.0,119.0,133.0,52.0,52.0,24.0,33.0,8.0,7.0,3.0,2.0,5.0,10.0,9.0,12.0,0,17.0,16.0
170105,Rome Masters,2019,11,13/05/2019,M,C,R64,3,11787,45.0,1865,5349,57.0,1899,,66.0,50.0,95.0,89.0,42.0,32.0,14.0,17.0,2.0,5.0,5.0,2.0,6.0,4.0,10.0,9.0,1,14.0,14.0
170139,Geneva,2019,247,20/05/2019,B,C,R32,3,5986,57.0,1854,3852,108.0,1920,,89.0,55.0,117.0,109.0,61.0,44.0,17.0,25.0,4.0,6.0,3.0,4.0,6.0,7.0,7.0,10.0,1,17.0,17.0
170138,Geneva,2019,247,20/05/2019,B,C,R32,3,6214,78.0,1771,4994,103.0,1778,,37.0,44.0,55.0,67.0,28.0,32.0,13.0,9.0,1.0,6.0,2.0,4.0,1.0,3.0,1.0,5.0,1,10.0,10.0
170137,Geneva,2019,247,20/05/2019,B,C,R32,3,32068,73.0,1848,5420,45.0,1927,,61.0,49.0,84.0,78.0,44.0,34.0,12.0,20.0,4.0,0.0,5.0,1.0,5.0,3.0,7.0,5.0,0,12.0,12.0
170136,Geneva,2019,247,20/05/2019,B,C,R32,3,6107,107.0,1790,26327,238.0,1712,,62.0,49.0,84.0,83.0,43.0,29.0,6.0,15.0,3.0,1.0,3.0,6.0,3.0,3.0,8.0,10.0,0,14.0,15.0
170135,Geneva,2019,247,20/05/2019,B,C,R32,3,6031,79.0,1789,11415,69.0,1859,,54.0,74.0,106.0,104.0,39.0,50.0,27.0,10.0,8.0,6.0,4.0,1.0,8.0,8.0,11.0,13.0,1,15.0,15.0
170161,Lyon,2019,355,20/05/2019,B,C,R32,3,27835,43.0,1891,4654,50.0,1930,,33.0,33.0,62.0,58.0,22.0,27.0,17.0,17.0,4.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,1,10.0,10.0
170134,Geneva,2019,247,20/05/2019,B,C,R32,3,5044,64.0,1845,11769,75.0,1866,,36.0,36.0,61.0,62.0,26.0,28.0,9.0,16.0,3.0,7.0,1.0,3.0,3.0,1.0,6.0,2.0,0,10.0,10.0
170133,Geneva,2019,247,20/05/2019,B,C,R32,3,5070,91.0,1874,5166,49.0,1872,,54.0,49.0,90.0,81.0,38.0,28.0,19.0,16.0,1.0,6.0,3.0,3.0,3.0,3.0,6.0,9.0,0,15.0,14.0
170160,Lyon,2019,355,20/05/2019,B,C,R32,3,4868,40.0,1932,5718,42.0,1960,,35.0,32.0,57.0,51.0,24.0,27.0,10.0,14.0,7.0,6.0,2.0,1.0,4.0,2.0,7.0,2.0,1,10.0,10.0
170132,Geneva,2019,247,20/05/2019,B,C,R32,3,5303,70.0,1867,4914,68.0,1891,,64.0,51.0,95.0,96.0,51.0,37.0,17.0,29.0,7.0,6.0,2.0,3.0,2.0,5.0,2.0,8.0,0,15.0,15.0
170159,Lyon,2019,355,20/05/2019,B,C,R32,3,44525,89.0,1715,5438,59.0,1844,,41.0,37.0,66.0,63.0,27.0,28.0,8.0,15.0,4.0,2.0,2.0,3.0,5.0,1.0,9.0,3.0,1,10.0,10.0
170158,Lyon,2019,355,20/05/2019,B,C,R32,3,4664,93.0,1845,5349,55.0,1886,,35.0,31.0,53.0,44.0,18.0,24.0,7.0,7.0,1.0,2.0,0.0,0.0,4.0,4.0,9.0,5.0,0,8.0,8.0
170189,Roland Garros,2019,19,27/05/2019,G,C,R128,5,5868,119.0,1682,5166,48.0,1862,,77.0,105.0,147.0,170.0,55.0,72.0,33.0,33.0,13.0,5.0,3.0,2.0,4.0,8.0,12.0,12.0,0,23.0,23.0
170190,Roland Garros,2019,19,27/05/2019,G,C,R128,5,4789,17.0,2084,6107,103.0,1808,,42.0,58.0,75.0,78.0,35.0,28.0,17.0,8.0,3.0,3.0,4.0,2.0,4.0,6.0,5.0,13.0,0,12.0,11.0
170191,Roland Garros,2019,19,27/05/2019,G,C,R128,5,5636,506.0,1745,11547,11.0,2045,,41.0,55.0,65.0,86.0,24.0,39.0,8.0,18.0,3.0,4.0,3.0,5.0,4.0,5.0,10.0,5.0,0,12.0,12.0
170192,Roland Garros,2019,19,27/05/2019,G,C,R128,5,6282,127.0,1643,5044,64.0,1835,,79.0,85.0,123.0,133.0,60.0,56.0,20.0,18.0,12.0,6.0,7.0,11.0,6.0,10.0,10.0,18.0,1,20.0,20.0
170193,Roland Garros,2019,19,27/05/2019,G,C,R128,5,5364,55.0,1923,5055,51.0,1879,,96.0,97.0,151.0,144.0,71.0,59.0,24.0,30.0,5.0,2.0,8.0,1.0,7.0,7.0,11.0,13.0,1,24.0,24.0
170194,Roland Garros,2019,19,27/05/2019,G,C,R128,5,6284,26.0,1940,4619,187.0,1866,,51.0,56.0,85.0,89.0,47.0,39.0,21.0,18.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,6.0,1,16.0,15.0
170195,Roland Garros,2019,19,27/05/2019,G,C,R128,5,11415,69.0,1846,45046,133.0,1801,,68.0,72.0,94.0,103.0,51.0,44.0,15.0,13.0,4.0,0.0,0.0,4.0,4.0,5.0,6.0,10.0,1,15.0,14.0
170196,Roland Garros,2019,19,27/05/2019,G,C,R128,5,3333,94.0,1846,3852,108.0,1909,,113.0,78.0,163.0,136.0,88.0,64.0,26.0,37.0,35.0,14.0,7.0,1.0,5.0,2.0,6.0,5.0,1,24.0,24.0
170232,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6085,147.0,1724,4467,33.0,1924,,76.0,43.0,98.0,77.0,51.0,29.0,13.0,12.0,0.0,6.0,1.0,2.0,8.0,7.0,9.0,13.0,0,13.0,12.0
170233,Roland Garros,2019,19,27/05/2019,G,C,R64,5,5420,40.0,1945,5515,45.0,2006,,109.0,79.0,155.0,145.0,69.0,65.0,24.0,33.0,6.0,15.0,3.0,3.0,8.0,4.0,13.0,7.0,1,22.0,22.0
170234,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6418,15.0,2083,44525,90.0,1749,,49.0,59.0,82.0,90.0,38.0,39.0,23.0,14.0,5.0,7.0,1.0,3.0,2.0,4.0,3.0,9.0,1,15.0,14.0
170235,Roland Garros,2019,19,27/05/2019,G,C,R64,5,5630,75.0,1865,4921,12.0,2067,,68.0,89.0,104.0,123.0,46.0,55.0,15.0,22.0,4.0,1.0,3.0,2.0,4.0,8.0,11.0,12.0,0,18.0,19.0
170236,Roland Garros,2019,19,27/05/2019,G,C,R64,5,26007,42.0,1952,5131,21.0,2077,,36.0,42.0,71.0,67.0,26.0,37.0,11.0,13.0,11.0,4.0,4.0,2.0,4.0,1.0,10.0,2.0,0,12.0,13.0
170237,Roland Garros,2019,19,27/05/2019,G,C,R64,5,45434,273.0,1729,5571,35.0,1940,,55.0,58.0,85.0,77.0,36.0,45.0,15.0,14.0,6.0,3.0,3.0,0.0,5.0,5.0,10.0,6.0,1,14.0,14.0
170239,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6219,4.0,2167,22171,91.0,1805,,84.0,76.0,131.0,129.0,70.0,60.0,23.0,20.0,6.0,16.0,3.0,7.0,6.0,6.0,8.0,11.0,1,21.0,21.0
170240,Roland Garros,2019,19,27/05/2019,G,C,R64,5,4654,47.0,1934,6364,30.0,1992,RET,43.0,48.0,69.0,80.0,34.0,30.0,17.0,16.0,6.0,2.0,1.0,1.0,0.0,2.0,1.0,5.0,1,12.0,12.0
170241,Roland Garros,2019,19,27/05/2019,G,C,R64,5,4269,27.0,2024,25960,146.0,1801,,101.0,99.0,149.0,145.0,72.0,69.0,21.0,20.0,9.0,5.0,7.0,4.0,12.0,10.0,17.0,14.0,0,21.0,22.0
170242,Roland Garros,2019,19,27/05/2019,G,C,R64,5,4789,17.0,2088,5166,48.0,1870,,54.0,45.0,83.0,81.0,43.0,31.0,13.0,15.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,8.0,0,15.0,14.0
170243,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6282,127.0,1717,11547,11.0,2049,,82.0,82.0,132.0,123.0,53.0,58.0,27.0,21.0,6.0,8.0,3.0,5.0,6.0,11.0,11.0,16.0,1,19.0,20.0
170244,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6284,26.0,1951,5364,55.0,1935,,108.0,109.0,179.0,171.0,72.0,68.0,36.0,35.0,16.0,11.0,4.0,8.0,14.0,8.0,21.0,16.0,0,27.0,27.0
170245,Roland Garros,2019,19,27/05/2019,G,C,R64,5,11415,69.0,1860,3333,94.0,1866,,87.0,80.0,107.0,123.0,71.0,61.0,16.0,20.0,5.0,23.0,2.0,5.0,0.0,5.0,0.0,8.0,1,20.0,20.0
170246,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6401,72.0,1904,5216,9.0,2235,,108.0,89.0,166.0,155.0,70.0,71.0,25.0,27.0,6.0,17.0,1.0,4.0,12.0,3.0,21.0,8.0,0,25.0,25.0
170247,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6184,86.0,1783,26578,6.0,2148,,88.0,76.0,120.0,120.0,52.0,54.0,12.0,25.0,0.0,5.0,7.0,2.0,8.0,6.0,16.0,9.0,0,18.0,19.0
170248,Roland Garros,2019,19,27/05/2019,G,C,R64,5,5922,60.0,2000,6134,76.0,1846,,128.0,125.0,183.0,187.0,81.0,85.0,27.0,25.0,6.0,10.0,0.0,8.0,14.0,13.0,22.0,22.0,1,28.0,27.0
170249,Roland Garros,2019,19,27/05/2019,G,C,R64,5,6412,37.0,1938,4526,28.0,2082,,45.0,44.0,80.0,77.0,30.0,32.0,10.0,21.0,2.0,7.0,2.0,1.0,9.0,5.0,15.0,5.0,1,11.0,12.0
170250,Roland Garros,2019,19,27/05/2019,G,C,R64,5,5763,46.0,2038,5220,13.0,2102,,110.0,97.0,172.0,184.0,85.0,70.0,29.0,49.0,15.0,13.0,10.0,10.0,6.0,13.0,9.0,18.0,0,27.0,26.0
170288,Roland Garros,2019,19,27/05/2019,G,C,QF,5,6219,4.0,2185,11547,11.0,2081,,46.0,57.0,73.0,84.0,37.0,35.0,17.0,12.0,3.0,5.0,3.0,4.0,0.0,3.0,0.0,8.0,1,13.0,13.0
170289,Roland Garros,2019,19,27/05/2019,G,C,QF,5,3819,3.0,2359,4526,28.0,2116,,94.0,113.0,149.0,171.0,73.0,81.0,32.0,27.0,5.0,8.0,2.0,7.0,3.0,16.0,5.0,18.0,1,22.0,22.0
170290,Roland Garros,2019,19,27/05/2019,G,C,QF,5,5442,7.0,2158,4742,2.0,2384,,54.0,50.0,74.0,69.0,24.0,38.0,10.0,10.0,2.0,3.0,1.0,3.0,4.0,4.0,11.0,5.0,0,11.0,12.0
170291,Roland Garros,2019,19,27/05/2019,G,C,SF,5,4920,1.0,2401,6219,4.0,2195,,133.0,103.0,177.0,149.0,83.0,67.0,21.0,27.0,6.0,4.0,4.0,4.0,13.0,5.0,22.0,12.0,0,26.0,27.0
170292,Roland Garros,2019,19,27/05/2019,G,C,SF,5,4742,2.0,2390,3819,3.0,2365,,72.0,55.0,88.0,93.0,49.0,34.0,9.0,15.0,3.0,3.0,1.0,1.0,2.0,10.0,4.0,16.0,0,14.0,13.0
170293,Roland Garros,2019,19,27/05/2019,G,C,F,5,4742,2.0,2404,6219,4.0,2217,,78.0,64.0,106.0,92.0,57.0,37.0,18.0,14.0,3.0,7.0,0.0,1.0,4.0,6.0,6.0,13.0,0,18.0,17.0
170320,S-Hertogenbosch,2019,302,10/06/2019,B,G,R32,3,26007,41.0,1943,45337,211.0,1630,,41.0,39.0,73.0,65.0,33.0,30.0,20.0,16.0,14.0,8.0,2.0,0.0,7.0,2.0,7.0,3.0,1,11.0,11.0
170319,S-Hertogenbosch,2019,302,10/06/2019,B,G,R32,3,4894,67.0,1847,44830,64.0,1780,,69.0,70.0,112.0,114.0,55.0,57.0,24.0,23.0,15.0,18.0,3.0,3.0,3.0,3.0,5.0,4.0,1,18.0,18.0
170318,S-Hertogenbosch,2019,302,10/06/2019,B,G,R32,3,6085,122.0,1767,6412,32.0,1930,,37.0,26.0,53.0,50.0,20.0,21.0,6.0,16.0,1.0,4.0,1.0,1.0,3.0,3.0,7.0,4.0,0,8.0,9.0
170347,Stuttgart,2019,225,10/06/2019,B,G,R32,3,26414,30.0,1953,6387,36.0,2085,,30.0,34.0,50.0,49.0,25.0,25.0,16.0,6.0,10.0,8.0,2.0,2.0,0.0,1.0,0.0,3.0,1,10.0,9.0
170346,Stuttgart,2019,225,10/06/2019,B,G,R32,3,5622,205.0,1686,6031,84.0,1775,,41.0,27.0,55.0,45.0,23.0,23.0,4.0,11.0,3.0,7.0,1.0,0.0,2.0,0.0,6.0,1.0,1,8.0,9.0
170345,Stuttgart,2019,225,10/06/2019,B,G,R32,3,5438,78.0,1849,4789,16.0,2088,,83.0,80.0,133.0,116.0,57.0,51.0,23.0,21.0,3.0,15.0,3.0,6.0,8.0,5.0,12.0,9.0,1,18.0,18.0
170344,Stuttgart,2019,225,10/06/2019,B,G,R32,3,6284,26.0,1937,3852,108.0,1892,,59.0,59.0,97.0,95.0,45.0,48.0,22.0,21.0,13.0,18.0,2.0,3.0,2.0,5.0,3.0,6.0,0,15.0,15.0
170343,Stuttgart,2019,225,10/06/2019,B,G,R32,3,4259,51.0,1996,45000,83.0,1812,,55.0,64.0,87.0,93.0,43.0,51.0,14.0,15.0,7.0,7.0,4.0,4.0,5.0,5.0,8.0,7.0,0,15.0,16.0
170342,Stuttgart,2019,225,10/06/2019,B,G,R32,3,33215,25.0,1973,5515,38.0,2030,,37.0,44.0,66.0,76.0,27.0,35.0,16.0,18.0,6.0,14.0,4.0,2.0,5.0,5.0,7.0,5.0,0,11.0,11.0
170482,Wimbledon,2019,17,01/07/2019,G,G,R128,5,4311,73.0,1846,11769,53.0,1912,,66.0,74.0,111.0,121.0,56.0,55.0,28.0,17.0,6.0,23.0,5.0,4.0,1.0,7.0,2.0,13.0,0,20.0,17.0
170461,Eastbourne,2019,303,24/06/2019,B,G,R32,3,4467,25.0,1937,5801,92.0,1791,,25.0,29.0,56.0,56.0,17.0,18.0,19.0,10.0,3.0,7.0,6.0,3.0,2.0,6.0,4.0,11.0,0,10.0,9.0
170460,Eastbourne,2019,303,24/06/2019,B,G,R32,3,5055,47.0,1859,5016,79.0,1951,,49.0,36.0,75.0,66.0,32.0,31.0,11.0,16.0,3.0,15.0,1.0,3.0,5.0,2.0,8.0,4.0,0,10.0,11.0
170459,Eastbourne,2019,303,24/06/2019,B,G,R32,3,6214,62.0,1854,26456,166.0,1682,,49.0,49.0,86.0,114.0,39.0,28.0,20.0,35.0,8.0,5.0,5.0,7.0,4.0,11.0,6.0,17.0,0,14.0,14.0
170458,Eastbourne,2019,303,24/06/2019,B,G,R32,3,4269,36.0,1985,5349,58.0,1866,,70.0,51.0,116.0,86.0,48.0,35.0,24.0,21.0,12.0,4.0,4.0,2.0,11.0,7.0,12.0,11.0,1,15.0,14.0
170457,Eastbourne,2019,303,24/06/2019,B,G,R32,3,5543,65.0,1877,5420,41.0,1933,,40.0,52.0,69.0,70.0,30.0,33.0,18.0,9.0,5.0,3.0,2.0,5.0,9.0,3.0,10.0,6.0,1,10.0,10.0
170456,Eastbourne,2019,303,24/06/2019,B,G,R32,3,6031,113.0,1803,5718,38.0,1989,,64.0,70.0,127.0,116.0,44.0,56.0,33.0,21.0,9.0,19.0,8.0,9.0,6.0,2.0,9.0,5.0,0,17.0,17.0
